transaction_id,store_id,product_id,date_id,transaction_type,quantity,reference_sale_id,reference_shipment_id
14867,2207,1346,2025-05-29,SALE,-4,2867.0,11889
14868,1384,585,2023-05-08,SALE,-1,2868.0,4505
14869,210,1200,2024-08-03,SALE,-10,2869.0,10274
14870,30,1083,2024-09-09,SALE,-7,2870.0,11034
14871,2333,333,2024-12-28,SALE,-3,2871.0,5899
14872,27,1064,2023-01-02,SALE,-9,2872.0,356
14873,52,1030,2025-05-01,SALE,-9,2873.0,3551
14874,813,817,2024-07-15,SALE,-6,2874.0,4074
14875,1512,1808,2025-03-23,SALE,-4,2875.0,11849
14876,2794,1512,2025-01-25,SALE,-1,2876.0,6153
14877,715,1895,2024-10-19,SALE,-2,2877.0,9453
14878,1236,311,2025-01-25,SALE,-9,2878.0,9843
14879,696,275,2024-11-12,SALE,-2,2879.0,10348
14880,1731,1916,2025-04-15,SALE,-2,2880.0,6469
14881,2269,53,2024-09-11,SALE,-10,2881.0,7910
14882,2402,1375,2024-10-23,SALE,-5,2882.0,5808
14883,2557,1307,2025-05-16,SALE,-9,2883.0,11055
14884,25,1168,2024-05-07,SALE,-6,2884.0,1082
14885,2938,1374,2025-04-25,SALE,-8,2885.0,5400
14886,2581,258,2023-09-28,SALE,-10,2886.0,9969
14887,1876,393,2023-11-18,SALE,-9,2887.0,308
14888,1752,1941,2025-01-29,SALE,-1,2888.0,1895
14889,2295,1683,2024-05-15,SALE,-1,2889.0,5867
14890,1757,754,2025-04-23,SALE,-6,2890.0,1833
14891,2794,1617,2025-03-21,SALE,-8,2891.0,11949
14892,2649,2013,2023-07-20,SALE,-4,2892.0,8883
14893,87,510,2025-05-27,SALE,-1,2893.0,2501
14894,892,1061,2023-04-04,SALE,-8,2894.0,11856
14895,1096,699,2025-04-03,SALE,-6,2895.0,8451
14896,1676,987,2024-01-10,SALE,-8,2896.0,7628
14897,817,133,2024-02-12,SALE,-4,2897.0,8029
14898,2385,1503,2025-04-04,SALE,-10,2898.0,5659
14899,859,492,2024-04-18,SALE,-10,2899.0,3425
14900,2346,1346,2023-12-18,SALE,-9,2900.0,1581
14901,1238,1588,2025-04-17,SALE,-5,2901.0,7595
14902,759,839,2025-04-07,SALE,-6,2902.0,3159
14903,924,101,2024-05-24,SALE,-1,2903.0,1260
14904,808,1574,2025-01-03,SALE,-9,2904.0,5598
14905,1207,739,2023-05-23,SALE,-4,2905.0,11358
14906,1123,1247,2024-11-24,SALE,-9,2906.0,10032
14907,931,1382,2024-10-24,SALE,-8,2907.0,557
14908,2691,817,2024-01-02,SALE,-1,2908.0,1188
14909,2956,227,2023-04-24,SALE,-2,2909.0,9884
14910,1119,1349,2022-06-12,SALE,-1,2910.0,6429
14911,1427,1464,2025-04-09,SALE,-5,2911.0,9546
14912,2024,1416,2025-01-01,SALE,-3,2912.0,8617
14913,2169,260,2024-11-15,SALE,-8,2913.0,4476
14914,200,1422,2024-01-21,SALE,-9,2914.0,6703
14915,2320,1197,2023-11-08,SALE,-5,2915.0,4642
14916,1554,1788,2024-07-27,SALE,-1,2916.0,11208
14917,960,642,2023-06-15,SALE,-2,2917.0,9734
14918,1139,1073,2025-04-18,SALE,-3,2918.0,8493
14919,2978,69,2025-05-22,SALE,-1,2919.0,3079
14920,272,719,2025-05-20,SALE,-9,2920.0,2529
14921,2724,1560,2022-09-26,SALE,-2,2921.0,9643
14922,2276,539,2023-12-23,SALE,-4,2922.0,454
14923,742,1513,2024-08-27,SALE,-3,2923.0,4472
14924,392,1682,2025-04-21,SALE,-7,2924.0,8110
14925,1701,1283,2023-02-07,SALE,-3,2925.0,8304
14926,1340,672,2025-01-03,SALE,-5,2926.0,11838
14927,2064,1891,2025-04-13,SALE,-8,2927.0,7281
14928,2464,325,2025-05-25,SALE,-6,2928.0,2222
14929,471,189,2024-08-11,SALE,-1,2929.0,6912
14930,806,572,2024-03-16,SALE,-9,2930.0,1217
14931,2267,1896,2025-05-22,SALE,-9,2931.0,6113
14932,2278,572,2025-03-22,SALE,-10,2932.0,2434
14933,431,1652,2025-05-16,SALE,-7,2933.0,4794
14934,2445,593,2025-04-17,SALE,-1,2934.0,5359
14935,1515,301,2024-11-11,SALE,-2,2935.0,4955
14936,2695,2000,2024-08-26,SALE,-2,2936.0,6723
14937,1082,402,2025-03-15,SALE,-10,2937.0,8246
14938,1287,795,2023-11-17,SALE,-9,2938.0,2556
14939,2821,1552,2025-01-01,SALE,-5,2939.0,2392
14940,787,1314,2024-11-24,SALE,-10,2940.0,1412
14941,1889,992,2024-10-17,SALE,-10,2941.0,6860
14942,2035,1083,2024-02-11,SALE,-1,2942.0,2077
14943,165,2004,2024-04-22,SALE,-3,2943.0,4373
14944,1708,1966,2025-04-09,SALE,-6,2944.0,8767
14945,2589,550,2025-02-11,SALE,-5,2945.0,6085
14946,751,1128,2024-12-22,SALE,-1,2946.0,4927
14947,2675,1627,2022-12-03,SALE,-9,2947.0,11273
14948,2431,576,2024-10-12,SALE,-7,2948.0,7407
14949,1223,626,2022-08-04,SALE,-6,2949.0,1783
14950,799,1866,2024-02-02,SALE,-5,2950.0,6522
14951,731,117,2022-06-19,SALE,-6,2951.0,4422
14952,290,1043,2024-11-12,SALE,-4,2952.0,1692
14953,2935,1412,2025-01-05,SALE,-3,2953.0,7805
14954,1010,1327,2024-01-05,SALE,-7,2954.0,7938
14955,276,472,2023-12-08,SALE,-8,2955.0,1942
14956,1395,24,2024-10-17,SALE,-3,2956.0,10163
14957,1525,698,2024-08-23,SALE,-10,2957.0,11331
14958,2623,1743,2023-01-20,SALE,-5,2958.0,7482
14959,193,1514,2025-03-08,SALE,-9,2959.0,3643
14960,1536,497,2024-12-09,SALE,-2,2960.0,7079
14961,1824,1524,2025-03-20,SALE,-7,2961.0,8501
14962,2354,1562,2025-05-07,SALE,-3,2962.0,8091
14963,155,1445,2022-05-04,SALE,-5,2963.0,4953
14964,1224,402,2024-11-23,SALE,-6,2964.0,6356
14965,1021,1120,2025-03-08,SALE,-9,2965.0,7740
14966,184,915,2025-05-10,SALE,-4,2966.0,4462
14967,597,1547,2025-03-12,SALE,-6,2967.0,8838
14968,1044,1283,2025-04-12,SALE,-9,2968.0,5009
14969,1608,796,2024-12-14,SALE,-10,2969.0,3906
14970,2876,179,2024-06-23,SALE,-7,2970.0,9597
14971,2831,1597,2025-02-05,SALE,-8,2971.0,3815
14972,680,866,2023-03-05,SALE,-9,2972.0,439
14973,2896,1032,2024-09-06,SALE,-8,2973.0,2664
14974,1617,635,2023-05-05,SALE,-6,2974.0,5075
14975,2777,1159,2022-12-21,SALE,-7,2975.0,10147
14976,215,1857,2024-08-22,SALE,-4,2976.0,11513
14977,2322,445,2025-04-16,SALE,-8,2977.0,122
14978,114,1693,2025-05-30,SALE,-9,2978.0,5676
14979,451,1459,2024-12-22,SALE,-4,2979.0,8784
14980,2876,1604,2025-03-17,SALE,-8,2980.0,7031
14981,457,1110,2025-05-18,SALE,-1,2981.0,7827
14982,1023,1215,2025-01-09,SALE,-4,2982.0,11995
14983,2936,1502,2024-01-01,SALE,-1,2983.0,318
14984,12,404,2024-04-03,SALE,-1,2984.0,3666
14985,519,1370,2023-06-24,SALE,-2,2985.0,963
14986,2643,116,2023-07-20,SALE,-10,2986.0,2031
14987,2393,643,2025-04-21,SALE,-7,2987.0,11983
14988,996,1940,2024-12-11,SALE,-3,2988.0,6804
14989,2584,1679,2025-05-23,SALE,-3,2989.0,8729
14990,856,478,2024-09-26,SALE,-6,2990.0,10835
14991,2027,1595,2023-02-19,SALE,-5,2991.0,8397
14992,2620,308,2024-03-23,SALE,-10,2992.0,8295
14993,1008,1179,2023-06-27,SALE,-10,2993.0,4196
14994,1272,1268,2024-08-30,SALE,-10,2994.0,6717
14995,2222,41,2023-02-28,SALE,-7,2995.0,2689
14996,1874,537,2024-09-20,SALE,-2,2996.0,10457
14997,153,1103,2022-11-28,SALE,-2,2997.0,9326
14998,2653,492,2023-09-14,SALE,-6,2998.0,7468
14999,879,481,2025-04-20,SALE,-9,2999.0,2520
15000,485,767,2024-03-18,SALE,-1,3000.0,2321
15001,340,156,2022-09-27,SALE,-7,3001.0,4261
15002,802,169,2024-02-15,SALE,-9,3002.0,7941
15003,839,1199,2024-11-05,SALE,-7,3003.0,7795
15004,1603,1417,2025-05-11,SALE,-7,3004.0,6031
15005,2492,1530,2025-04-27,SALE,-7,3005.0,10094
15006,220,735,2025-03-25,SALE,-4,3006.0,11844
15007,211,1406,2024-06-26,SALE,-9,3007.0,1222
15008,2868,1007,2024-09-25,SALE,-5,3008.0,2881
15009,2426,545,2024-12-16,SALE,-6,3009.0,1194
15010,1524,1248,2025-04-09,SALE,-10,3010.0,10520
15011,818,454,2024-11-27,SALE,-8,3011.0,3258
15012,748,1113,2024-12-22,SALE,-8,3012.0,5388
15013,484,501,2025-03-16,SALE,-4,3013.0,7885
15014,2462,1696,2024-03-29,SALE,-8,3014.0,2593
15015,2402,1760,2025-05-09,SALE,-7,3015.0,2467
15016,271,658,2025-03-01,SALE,-1,3016.0,6265
15017,173,1176,2025-03-17,SALE,-3,3017.0,8961
15018,1272,1054,2024-09-16,SALE,-10,3018.0,7863
15019,1878,1003,2024-09-26,SALE,-4,3019.0,719
15020,2619,304,2023-12-17,SALE,-9,3020.0,2668
15021,128,1097,2025-05-29,SALE,-9,3021.0,770
15022,2101,443,2025-03-07,SALE,-1,3022.0,5895
15023,313,1751,2022-09-23,SALE,-8,3023.0,10093
15024,844,985,2025-02-08,SALE,-6,3024.0,6863
15025,2217,1568,2023-11-17,SALE,-5,3025.0,10976
15026,1432,441,2024-03-12,SALE,-6,3026.0,3951
15027,2090,778,2024-01-23,SALE,-4,3027.0,10745
15028,2083,1475,2025-02-22,SALE,-6,3028.0,4755
15029,2996,1518,2023-03-06,SALE,-8,3029.0,8077
15030,1764,1063,2025-01-16,SALE,-9,3030.0,1600
15031,486,742,2025-05-18,SALE,-2,3031.0,11097
15032,2762,712,2023-10-13,SALE,-9,3032.0,6331
15033,1872,1098,2023-10-29,SALE,-3,3033.0,4504
15034,2964,570,2023-10-19,SALE,-6,3034.0,4938
15035,2446,1713,2023-12-20,SALE,-8,3035.0,11220
15036,1625,809,2025-03-31,SALE,-6,3036.0,9744
15037,337,1128,2024-12-06,SALE,-8,3037.0,4117
15038,554,1181,2025-06-01,SALE,-6,3038.0,999
15039,2648,236,2022-11-12,SALE,-6,3039.0,1666
15040,411,1542,2024-08-27,SALE,-6,3040.0,7443
15041,412,290,2023-09-28,SALE,-4,3041.0,7671
15042,1164,338,2025-02-22,SALE,-1,3042.0,11649
15043,1168,1550,2025-05-09,SALE,-2,3043.0,804
15044,2763,292,2024-11-07,SALE,-5,3044.0,2741
15045,2964,1351,2025-03-18,SALE,-1,3045.0,10375
15046,171,1550,2022-07-11,SALE,-6,3046.0,8228
15047,1040,1215,2024-08-02,SALE,-1,3047.0,4242
15048,1709,1486,2025-02-17,SALE,-9,3048.0,10850
15049,1240,543,2023-03-22,SALE,-8,3049.0,2756
15050,2192,192,2024-07-17,SALE,-1,3050.0,1678
15051,267,1671,2024-11-18,SALE,-3,3051.0,19
15052,2089,1098,2023-09-23,SALE,-7,3052.0,8615
15053,651,563,2025-03-18,SALE,-10,3053.0,4940
15054,866,459,2024-09-29,SALE,-2,3054.0,7107
15055,220,1768,2025-01-15,SALE,-9,3055.0,1465
15056,2850,1650,2023-07-19,SALE,-3,3056.0,11309
15057,1219,984,2025-05-17,SALE,-4,3057.0,6338
15058,2698,1340,2023-10-15,SALE,-6,3058.0,7277
15059,1979,177,2025-05-01,SALE,-6,3059.0,4394
15060,1394,148,2025-02-14,SALE,-6,3060.0,7294
15061,542,54,2025-04-24,SALE,-6,3061.0,11475
15062,133,158,2024-12-13,SALE,-3,3062.0,1665
15063,2143,1727,2025-04-11,SALE,-9,3063.0,6512
15064,2174,450,2025-05-20,SALE,-2,3064.0,11009
15065,1436,1616,2025-01-27,SALE,-7,3065.0,5276
15066,418,477,2025-04-08,SALE,-3,3066.0,5302
15067,2731,227,2025-03-05,SALE,-8,3067.0,3166
15068,738,1747,2024-03-22,SALE,-7,3068.0,11840
15069,503,179,2025-04-30,SALE,-7,3069.0,1381
15070,140,1014,2023-08-04,SALE,-10,3070.0,6439
15071,360,1722,2024-05-21,SALE,-7,3071.0,698
15072,1495,1095,2025-02-20,SALE,-9,3072.0,6275
15073,1433,662,2025-04-10,SALE,-4,3073.0,4615
15074,2474,327,2024-06-26,SALE,-8,3074.0,8597
15075,2446,1265,2023-11-23,SALE,-4,3075.0,6048
15076,1903,1648,2025-03-11,SALE,-7,3076.0,7379
15077,528,1471,2025-04-13,SALE,-5,3077.0,8932
15078,115,863,2024-04-21,SALE,-5,3078.0,10354
15079,748,1113,2024-06-06,SALE,-9,3079.0,5388
15080,1810,1906,2025-05-24,SALE,-4,3080.0,6165
15081,2852,1287,2024-09-06,SALE,-2,3081.0,4195
15082,2700,1003,2025-03-14,SALE,-6,3082.0,3788
15083,2288,700,2024-01-10,SALE,-1,3083.0,5628
15084,585,1059,2023-05-23,SALE,-9,3084.0,3575
15085,1847,421,2025-04-21,SALE,-5,3085.0,11035
15086,1661,1076,2025-05-20,SALE,-7,3086.0,11719
15087,1565,1489,2024-10-07,SALE,-6,3087.0,9560
15088,803,827,2025-05-14,SALE,-3,3088.0,10275
15089,1794,1152,2025-04-24,SALE,-3,3089.0,241
15090,2978,1488,2022-06-04,SALE,-9,3090.0,3532
15091,2117,2015,2023-06-02,SALE,-4,3091.0,6416
15092,2257,1804,2024-02-21,SALE,-2,3092.0,9754
15093,415,1299,2024-06-14,SALE,-3,3093.0,3875
15094,1160,16,2025-01-16,SALE,-6,3094.0,11516
15095,1657,128,2024-12-26,SALE,-9,3095.0,3800
15096,2886,612,2024-11-18,SALE,-10,3096.0,7202
15097,726,2004,2025-03-20,SALE,-5,3097.0,8562
15098,1617,959,2024-09-14,SALE,-4,3098.0,2896
15099,2953,1488,2025-01-31,SALE,-3,3099.0,1881
15100,1973,1457,2025-01-07,SALE,-3,3100.0,10490
15101,2839,143,2025-04-12,SALE,-8,3101.0,4751
15102,738,297,2024-06-07,SALE,-9,3102.0,9354
15103,613,1873,2025-04-12,SALE,-3,3103.0,2924
15104,2388,1057,2024-11-19,SALE,-7,3104.0,5074
15105,2064,1363,2024-01-05,SALE,-9,3105.0,3137
15106,2766,1165,2025-03-01,SALE,-10,3106.0,165
15107,2483,1692,2025-03-13,SALE,-1,3107.0,10510
15108,461,130,2024-07-01,SALE,-4,3108.0,9439
15109,682,1534,2024-10-10,SALE,-2,3109.0,10269
15110,1214,32,2024-11-12,SALE,-4,3110.0,5352
15111,1902,1827,2024-05-12,SALE,-3,3111.0,1677
15112,1024,1457,2024-11-01,SALE,-8,3112.0,11901
15113,2341,1223,2022-12-08,SALE,-5,3113.0,10367
15114,182,1268,2023-10-29,SALE,-9,3114.0,9764
15115,1847,421,2024-11-24,SALE,-1,3115.0,11035
15116,1503,1914,2025-03-31,SALE,-5,3116.0,595
15117,1292,569,2024-09-27,SALE,-2,3117.0,8761
15118,1620,817,2023-03-24,SALE,-5,3118.0,3769
15119,274,653,2025-04-02,SALE,-7,3119.0,8078
15120,1085,187,2024-06-23,SALE,-1,3120.0,3459
15121,2871,1671,2024-10-17,SALE,-2,3121.0,531
15122,1023,660,2025-05-21,SALE,-1,3122.0,3207
15123,202,768,2025-05-26,SALE,-9,3123.0,4461
15124,646,1937,2025-05-11,SALE,-3,3124.0,1234
15125,499,1057,2024-10-10,SALE,-10,3125.0,3165
15126,1362,184,2023-11-09,SALE,-6,3126.0,2150
15127,2539,735,2025-04-15,SALE,-5,3127.0,10185
15128,1594,1298,2023-12-19,SALE,-2,3128.0,10250
15129,1748,1240,2025-01-27,SALE,-9,3129.0,3195
15130,2617,1445,2023-09-12,SALE,-6,3130.0,10605
15131,1574,753,2025-03-18,SALE,-1,3131.0,4122
15132,625,1708,2024-08-08,SALE,-4,3132.0,4651
15133,2453,1666,2025-06-01,SALE,-1,3133.0,11401
15134,745,934,2023-04-12,SALE,-3,3134.0,987
15135,2376,747,2025-04-17,SALE,-8,3135.0,8582
15136,271,817,2023-10-28,SALE,-9,3136.0,10593
15137,2847,484,2022-12-29,SALE,-9,3137.0,5430
15138,1056,1328,2025-05-20,SALE,-8,3138.0,2643
15139,2410,867,2023-06-15,SALE,-8,3139.0,11551
15140,1541,768,2024-02-20,SALE,-3,3140.0,6516
15141,1479,1418,2022-10-13,SALE,-4,3141.0,4829
15142,2310,1394,2024-01-26,SALE,-10,3142.0,4200
15143,986,1634,2025-01-15,SALE,-8,3143.0,9109
15144,1687,443,2024-10-26,SALE,-1,3144.0,9046
15145,517,1352,2025-05-23,SALE,-4,3145.0,8750
15146,2073,838,2024-03-05,SALE,-5,3146.0,82
15147,970,641,2024-05-10,SALE,-3,3147.0,747
15148,1216,1800,2024-10-02,SALE,-9,3148.0,8732
15149,1334,1083,2023-05-06,SALE,-6,3149.0,10886
15150,563,1871,2024-11-03,SALE,-4,3150.0,9420
15151,278,948,2025-02-05,SALE,-5,3151.0,4434
15152,2932,164,2024-09-12,SALE,-4,3152.0,2460
15153,2874,617,2023-11-22,SALE,-2,3153.0,3042
15154,2217,1568,2022-08-31,SALE,-2,3154.0,10976
15155,2727,1910,2024-01-01,SALE,-3,3155.0,9431
15156,370,1548,2024-05-19,SALE,-10,3156.0,11243
15157,638,1862,2024-09-05,SALE,-4,3157.0,11466
15158,857,932,2025-03-29,SALE,-3,3158.0,3250
15159,1976,755,2025-04-12,SALE,-3,3159.0,7143
15160,1705,528,2025-05-21,SALE,-3,3160.0,10182
15161,1232,1805,2024-08-01,SALE,-7,3161.0,6094
15162,981,1742,2024-11-30,SALE,-10,3162.0,8312
15163,2619,1051,2024-11-22,SALE,-7,3163.0,11444
15164,393,751,2025-03-17,SALE,-6,3164.0,3209
15165,403,1717,2025-03-13,SALE,-6,3165.0,8599
15166,820,709,2025-05-03,SALE,-3,3166.0,8547
15167,1198,910,2025-04-26,SALE,-4,3167.0,1152
15168,2783,610,2024-07-25,SALE,-5,3168.0,6762
15169,1986,1573,2025-05-08,SALE,-2,3169.0,4471
15170,467,1279,2024-02-12,SALE,-1,3170.0,5891
15171,1725,60,2024-11-17,SALE,-2,3171.0,3990
15172,749,423,2025-05-10,SALE,-2,3172.0,10362
15173,40,9,2025-04-21,SALE,-8,3173.0,5073
15174,991,1013,2025-04-19,SALE,-8,3174.0,10767
15175,234,188,2024-08-19,SALE,-4,3175.0,4424
15176,1861,1415,2025-03-27,SALE,-10,3176.0,8270
15177,609,1790,2025-02-18,SALE,-5,3177.0,9327
15178,1336,297,2022-10-21,SALE,-10,3178.0,1439
15179,1101,1389,2024-12-14,SALE,-8,3179.0,11971
15180,1767,512,2025-02-28,SALE,-10,3180.0,11771
15181,1266,658,2023-11-20,SALE,-7,3181.0,1935
15182,2446,1265,2025-01-16,SALE,-6,3182.0,6048
15183,2576,1419,2024-06-23,SALE,-10,3183.0,9712
15184,1935,986,2024-08-26,SALE,-9,3184.0,4914
15185,1774,677,2023-06-14,SALE,-5,3185.0,8948
15186,1675,1619,2023-09-07,SALE,-7,3186.0,3961
15187,2481,1787,2023-12-05,SALE,-10,3187.0,10312
15188,1767,212,2025-05-16,SALE,-4,3188.0,107
15189,1579,1519,2024-08-01,SALE,-3,3189.0,1461
15190,324,1318,2024-03-25,SALE,-10,3190.0,4570
15191,2563,1296,2024-12-15,SALE,-4,3191.0,9018
15192,1509,1088,2023-02-21,SALE,-6,3192.0,7507
15193,19,247,2023-04-09,SALE,-4,3193.0,5452
15194,899,616,2025-04-11,SALE,-4,3194.0,898
15195,2524,812,2024-04-20,SALE,-1,3195.0,8952
15196,1884,377,2023-09-01,SALE,-4,3196.0,10807
15197,35,476,2024-10-07,SALE,-3,3197.0,11132
15198,2367,1019,2025-03-28,SALE,-8,3198.0,10227
15199,1381,345,2024-07-12,SALE,-5,3199.0,8663
15200,2462,1088,2024-10-02,SALE,-9,3200.0,7137
15201,2096,103,2024-12-16,SALE,-1,3201.0,4571
15202,2543,1404,2024-11-19,SALE,-2,3202.0,8551
15203,1876,1782,2024-10-09,SALE,-1,3203.0,2003
15204,1173,1509,2024-11-11,SALE,-3,3204.0,7480
15205,2022,4,2023-12-08,SALE,-6,3205.0,10912
15206,399,242,2025-03-13,SALE,-7,3206.0,5209
15207,1485,1292,2024-02-29,SALE,-9,3207.0,3249
15208,1050,1482,2023-06-13,SALE,-7,3208.0,7882
15209,267,1979,2024-12-27,SALE,-5,3209.0,8354
15210,1251,1525,2025-01-01,SALE,-10,3210.0,4440
15211,1552,309,2024-10-23,SALE,-8,3211.0,705
15212,1872,1550,2024-12-24,SALE,-1,3212.0,9301
15213,2878,906,2025-05-18,SALE,-10,3213.0,4977
15214,2174,134,2024-12-03,SALE,-4,3214.0,3442
15215,2056,1611,2023-07-05,SALE,-2,3215.0,9650
15216,957,1702,2024-03-21,SALE,-2,3216.0,10332
15217,118,465,2024-05-17,SALE,-9,3217.0,1122
15218,1045,1877,2024-10-16,SALE,-6,3218.0,8549
15219,1848,1520,2024-08-27,SALE,-2,3219.0,1731
15220,196,972,2024-12-17,SALE,-3,3220.0,4279
15221,120,663,2023-06-26,SALE,-1,3221.0,9025
15222,2416,910,2023-04-29,SALE,-8,3222.0,708
15223,725,756,2022-07-12,SALE,-7,3223.0,11308
15224,2190,2000,2024-10-03,SALE,-9,3224.0,1135
15225,2347,834,2024-10-16,SALE,-4,3225.0,4990
15226,2448,80,2025-01-06,SALE,-4,3226.0,7493
15227,1715,1341,2024-07-09,SALE,-10,3227.0,4416
15228,1963,71,2024-06-20,SALE,-4,3228.0,3712
15229,2288,937,2024-08-27,SALE,-4,3229.0,7508
15230,1872,621,2025-03-04,SALE,-10,3230.0,6555
15231,1938,1320,2023-04-09,SALE,-1,3231.0,1646
15232,2226,1381,2022-03-23,SALE,-7,3232.0,4502
15233,1400,1430,2024-05-30,SALE,-4,3233.0,7645
15234,2817,1766,2024-05-10,SALE,-4,3234.0,10037
15235,18,1582,2023-07-12,SALE,-5,3235.0,11718
15236,407,1912,2022-09-17,SALE,-4,3236.0,6612
15237,2951,1117,2024-01-03,SALE,-2,3237.0,7644
15238,919,1212,2025-05-14,SALE,-6,3238.0,2508
15239,596,1691,2025-01-22,SALE,-9,3239.0,2961
15240,1919,1053,2025-04-25,SALE,-7,3240.0,6982
15241,2189,371,2025-03-22,SALE,-2,3241.0,9972
15242,145,1855,2025-04-27,SALE,-6,3242.0,5390
15243,2831,1119,2023-01-09,SALE,-5,3243.0,11359
15244,2034,257,2024-05-24,SALE,-8,3244.0,4294
15245,2420,1423,2024-07-19,SALE,-9,3245.0,941
15246,1512,438,2024-04-20,SALE,-3,3246.0,5737
15247,2623,149,2025-03-30,SALE,-2,3247.0,3842
15248,1251,1533,2025-04-28,SALE,-4,3248.0,7529
15249,58,1631,2024-11-04,SALE,-7,3249.0,8122
15250,2304,1852,2025-05-21,SALE,-6,3250.0,5264
15251,2841,698,2025-01-20,SALE,-3,3251.0,1526
15252,757,1840,2025-05-04,SALE,-3,3252.0,2581
15253,1620,1649,2025-01-18,SALE,-5,3253.0,10983
15254,488,1373,2024-05-30,SALE,-6,3254.0,5879
15255,2455,1094,2024-08-17,SALE,-8,3255.0,8587
15256,2001,640,2023-10-19,SALE,-2,3256.0,4444
15257,94,1547,2023-12-03,SALE,-5,3257.0,3441
15258,438,1825,2023-04-14,SALE,-9,3258.0,4553
15259,918,490,2024-11-19,SALE,-9,3259.0,10921
15260,1765,370,2024-08-13,SALE,-1,3260.0,1958
15261,1539,1802,2024-11-22,SALE,-4,3261.0,10889
15262,1207,1871,2024-08-30,SALE,-6,3262.0,6792
15263,1516,72,2024-10-29,SALE,-7,3263.0,10982
15264,1582,1467,2023-04-28,SALE,-6,3264.0,3986
15265,97,1584,2024-06-11,SALE,-4,3265.0,5181
15266,1183,1310,2025-04-04,SALE,-8,3266.0,7024
15267,2117,517,2024-12-13,SALE,-10,3267.0,3519
15268,1574,753,2022-10-22,SALE,-6,3268.0,4122
15269,622,987,2025-05-07,SALE,-5,3269.0,7189
15270,2256,750,2025-05-01,SALE,-5,3270.0,10649
15271,1173,555,2024-12-29,SALE,-10,3271.0,9555
15272,2174,1779,2025-04-15,SALE,-10,3272.0,2163
15273,378,1614,2025-05-18,SALE,-8,3273.0,5202
15274,1029,728,2025-01-28,SALE,-4,3274.0,4695
15275,2383,1119,2024-12-20,SALE,-6,3275.0,4736
15276,778,1118,2025-04-30,SALE,-8,3276.0,6921
15277,110,246,2025-03-16,SALE,-2,3277.0,3948
15278,1767,212,2024-03-15,SALE,-8,3278.0,107
15279,492,1850,2025-04-14,SALE,-2,3279.0,3230
15280,241,1782,2025-01-14,SALE,-2,3280.0,145
15281,269,2008,2024-04-10,SALE,-1,3281.0,9621
15282,1074,1721,2024-11-13,SALE,-7,3282.0,6361
15283,1226,1600,2024-01-18,SALE,-9,3283.0,8852
15284,2068,139,2025-01-18,SALE,-9,3284.0,3083
15285,2309,1375,2025-04-07,SALE,-2,3285.0,2133
15286,760,347,2025-03-25,SALE,-8,3286.0,9444
15287,1264,127,2024-10-06,SALE,-7,3287.0,8856
15288,498,1473,2025-05-24,SALE,-3,3288.0,7869
15289,934,1464,2025-05-27,SALE,-3,3289.0,11706
15290,872,704,2025-01-29,SALE,-3,3290.0,7213
15291,1650,450,2024-03-23,SALE,-1,3291.0,3574
15292,387,600,2023-08-23,SALE,-10,3292.0,7453
15293,1979,1537,2023-07-22,SALE,-2,3293.0,3215
15294,2219,917,2025-05-27,SALE,-6,3294.0,7293
15295,798,1113,2024-12-22,SALE,-5,3295.0,5068
15296,2574,162,2023-10-12,SALE,-6,3296.0,3386
15297,930,1302,2024-05-15,SALE,-6,3297.0,9685
15298,651,803,2023-11-28,SALE,-3,3298.0,6864
15299,1255,946,2023-04-30,SALE,-6,3299.0,7248
15300,2047,199,2024-10-04,SALE,-6,3300.0,5998
15301,1357,1273,2024-10-21,SALE,-8,3301.0,2468
15302,466,1446,2023-05-19,SALE,-3,3302.0,1034
15303,720,712,2023-03-12,SALE,-5,3303.0,184
15304,2909,599,2024-11-30,SALE,-2,3304.0,3947
15305,515,442,2025-04-07,SALE,-9,3305.0,848
15306,2155,818,2024-03-24,SALE,-6,3306.0,6830
15307,1382,355,2023-09-27,SALE,-2,3307.0,6401
15308,527,879,2023-06-05,SALE,-7,3308.0,3483
15309,82,1774,2022-09-03,SALE,-3,3309.0,6774
15310,2572,1049,2025-03-29,SALE,-6,3310.0,3117
15311,1767,27,2024-05-07,SALE,-9,3311.0,7502
15312,1802,993,2024-08-17,SALE,-10,3312.0,4298
15313,1989,613,2025-05-30,SALE,-1,3313.0,11807
15314,94,95,2023-12-16,SALE,-3,3314.0,6083
15315,1195,1983,2024-11-16,SALE,-6,3315.0,11202
15316,2729,1677,2024-07-30,SALE,-4,3316.0,5760
15317,572,39,2024-12-23,SALE,-2,3317.0,9145
15318,887,1931,2025-02-22,SALE,-2,3318.0,11646
15319,881,1428,2025-05-25,SALE,-3,3319.0,4595
15320,104,455,2024-11-06,SALE,-3,3320.0,3101
15321,1566,1707,2024-12-26,SALE,-10,3321.0,2963
15322,1905,59,2023-12-11,SALE,-7,3322.0,1182
15323,1479,1418,2022-09-23,SALE,-2,3323.0,4829
15324,1039,1958,2025-02-12,SALE,-10,3324.0,462
15325,1821,676,2025-01-22,SALE,-4,3325.0,10174
15326,1390,659,2023-09-18,SALE,-4,3326.0,2700
15327,1704,242,2023-08-08,SALE,-5,3327.0,5621
15328,1419,74,2024-12-13,SALE,-4,3328.0,9292
15329,853,533,2022-02-18,SALE,-7,3329.0,5842
