inventory_id,product_id,store_id,warehouse_id,date_id,stock_on_hand,stock_in,stock_out,reorder_point,lead_time_days,expiry_date,batch_number,batch_id
4463,1582,1805,4,2025-04-26,34,49,15,30,1,2025-09-09,BN04463,1582-2025-04-26
4464,1321,2682,4,2022-05-11,109,130,21,30,4,2022-09-20,BN04464,1321-2022-05-11
4465,508,1550,4,2023-12-09,130,130,0,30,3,2024-04-01,BN04465,508-2023-12-09
4466,458,1265,8,2023-02-13,99,99,0,30,1,2023-07-21,BN04466,458-2023-02-13
4467,147,1908,4,2022-02-02,87,120,33,30,1,2022-05-23,BN04467,147-2022-02-02
4468,161,1336,4,2024-11-09,37,51,14,30,4,2025-04-18,BN04468,161-2024-11-09
4469,1763,2210,7,2022-05-05,54,54,0,30,1,2022-11-01,BN04469,1763-2022-05-05
4470,1781,2176,4,2023-07-11,39,39,0,30,4,2024-01-01,BN04470,1781-2023-07-11
4471,1573,1986,2,2024-12-11,95,97,2,30,2,2025-04-02,BN04471,1573-2024-12-11
4472,1513,742,6,2023-08-07,42,45,3,30,4,2023-11-24,BN04472,1513-2023-08-07
4473,1242,1109,2,2025-05-19,77,86,9,30,3,2025-08-31,BN04473,1242-2025-05-19
4474,1632,1744,4,2025-01-22,64,64,0,30,3,2025-07-11,BN04474,1632-2025-01-22
4475,1654,2307,2,2023-04-12,118,133,15,30,2,2023-09-22,BN04475,1654-2023-04-12
4476,260,2169,4,2022-10-28,108,124,16,30,4,2023-02-23,BN04476,260-2022-10-28
4477,349,103,5,2023-12-10,115,115,0,30,1,2024-05-04,BN04477,349-2023-12-10
4478,695,2342,4,2022-12-03,101,119,18,30,2,2023-03-23,BN04478,695-2022-12-03
4479,97,1186,3,2024-02-24,44,68,24,30,2,2024-07-22,BN04479,97-2024-02-24
4480,1180,2819,4,2023-04-03,58,64,6,30,3,2023-09-21,BN04480,1180-2023-04-03
4481,1573,2996,4,2024-05-22,35,35,0,30,5,2024-10-28,BN04481,1573-2024-05-22
4482,262,1146,4,2024-08-15,128,135,7,30,2,2025-01-06,BN04482,262-2024-08-15
4483,728,1293,8,2023-12-02,55,55,0,30,3,2024-04-27,BN04483,728-2023-12-02
4484,55,1885,8,2024-05-04,69,73,4,30,3,2024-09-16,BN04484,55-2024-05-04
4485,85,1886,1,2023-06-19,127,134,7,30,1,2023-11-26,BN04485,85-2023-06-19
4486,414,2619,5,2023-07-04,115,115,0,30,4,2023-11-17,BN04486,414-2023-07-04
4487,1674,326,2,2025-02-11,102,102,0,30,3,2025-08-03,BN04487,1674-2025-02-11
4488,1053,1922,3,2023-10-06,91,92,1,30,4,2024-04-01,BN04488,1053-2023-10-06
4489,1316,1378,4,2022-06-26,34,34,0,30,4,2022-11-26,BN04489,1316-2022-06-26
4490,983,1596,1,2022-01-20,76,86,10,30,1,2022-05-02,BN04490,983-2022-01-20
4491,1698,1159,5,2023-11-06,47,47,0,30,5,2024-03-05,BN04491,1698-2023-11-06
4492,2019,2564,4,2024-02-29,37,37,0,30,4,2024-08-10,BN04492,2019-2024-02-29
4493,758,435,4,2025-01-12,18,38,20,30,3,2025-06-23,BN04493,758-2025-01-12
4494,1151,2660,2,2022-07-24,61,70,9,30,3,2022-12-13,BN04494,1151-2022-07-24
4495,315,519,1,2023-09-08,72,75,3,30,1,2024-01-25,BN04495,315-2023-09-08
4496,752,2130,4,2024-08-17,75,80,5,30,3,2025-01-08,BN04496,752-2024-08-17
4497,830,884,1,2024-03-23,61,79,18,30,2,2024-09-15,BN04497,830-2024-03-23
4498,497,2607,3,2025-03-31,65,65,0,30,5,2025-08-28,BN04498,497-2025-03-31
4499,1955,1745,4,2023-12-21,106,120,14,30,4,2024-03-24,BN04499,1955-2023-12-21
4500,83,1129,2,2023-08-03,25,30,5,30,3,2023-12-25,BN04500,83-2023-08-03
4501,1748,2689,8,2023-05-29,97,100,3,30,3,2023-09-30,BN04501,1748-2023-05-29
4502,1381,2226,2,2022-01-31,88,99,11,30,5,2022-06-24,BN04502,1381-2022-01-31
4503,1690,1157,2,2024-09-16,70,75,5,30,3,2025-03-15,BN04503,1690-2024-09-16
4504,1098,1872,1,2022-07-14,18,30,12,30,4,2022-12-03,BN04504,1098-2022-07-14
4505,585,1384,5,2022-05-11,93,94,1,30,2,2022-09-27,BN04505,585-2022-05-11
4506,1250,1008,7,2023-09-03,58,66,8,30,1,2024-01-30,BN04506,1250-2023-09-03
4507,1861,1674,2,2023-05-30,125,133,8,30,5,2023-09-27,BN04507,1861-2023-05-30
4508,919,2558,2,2023-12-16,27,53,26,30,5,2024-04-26,BN04508,919-2023-12-16
4509,1556,2853,8,2025-03-20,70,75,5,30,2,2025-09-16,BN04509,1556-2025-03-20
4510,388,2213,8,2023-03-19,121,135,14,30,1,2023-06-18,BN04510,388-2023-03-19
4511,350,2048,4,2023-05-13,50,50,0,30,3,2023-10-23,BN04511,350-2023-05-13
4512,882,2505,4,2023-05-01,105,105,0,30,3,2023-09-11,BN04512,882-2023-05-01
4513,890,559,6,2023-05-03,77,91,14,30,3,2023-10-27,BN04513,890-2023-05-03
4514,882,1915,7,2023-12-21,101,116,15,30,5,2024-05-10,BN04514,882-2023-12-21
4515,1646,2317,4,2023-11-19,55,64,9,30,5,2024-04-23,BN04515,1646-2023-11-19
4516,936,744,2,2024-03-31,40,52,12,30,1,2024-08-13,BN04516,936-2024-03-31
4517,325,2474,4,2022-09-30,61,64,3,30,3,2023-02-22,BN04517,325-2022-09-30
4518,1700,898,2,2023-10-07,44,44,0,30,1,2024-02-12,BN04518,1700-2023-10-07
4519,347,2236,4,2024-03-23,51,64,13,30,2,2024-08-09,BN04519,347-2024-03-23
4520,1283,2437,4,2023-11-04,110,110,0,30,5,2024-04-27,BN04520,1283-2023-11-04
4521,2010,1243,6,2022-07-31,136,136,0,30,2,2022-12-20,BN04521,2010-2022-07-31
4522,541,798,4,2022-03-09,31,31,0,30,2,2022-07-14,BN04522,541-2022-03-09
4523,563,159,7,2022-06-24,72,79,7,30,3,2022-11-26,BN04523,563-2022-06-24
4524,118,2225,3,2024-10-28,123,131,8,30,2,2025-02-15,BN04524,118-2024-10-28
4525,1985,903,4,2022-10-28,57,59,2,30,2,2023-02-06,BN04525,1985-2022-10-28
4526,1133,2461,1,2024-11-08,42,46,4,30,5,2025-05-07,BN04526,1133-2024-11-08
4527,1850,641,4,2024-06-02,136,149,13,30,5,2024-11-23,BN04527,1850-2024-06-02
4528,1434,2072,5,2023-07-02,31,49,18,30,1,2023-10-18,BN04528,1434-2023-07-02
4529,377,1798,3,2023-06-20,67,67,0,30,1,2023-10-13,BN04529,377-2023-06-20
4530,281,1641,4,2023-09-03,102,102,0,30,2,2024-01-09,BN04530,281-2023-09-03
4531,1812,2393,4,2025-04-25,147,147,0,30,5,2025-08-26,BN04531,1812-2025-04-25
4532,65,2878,2,2024-02-12,79,80,1,30,3,2024-06-30,BN04532,65-2024-02-12
4533,157,906,2,2023-10-24,140,150,10,30,5,2024-02-28,BN04533,157-2023-10-24
4534,367,2558,2,2023-04-20,97,97,0,30,1,2023-07-22,BN04534,367-2023-04-20
4535,779,1721,6,2024-06-21,84,84,0,30,3,2024-10-17,BN04535,779-2024-06-21
4536,1563,2142,4,2024-08-27,49,49,0,30,1,2025-01-27,BN04536,1563-2024-08-27
4537,884,160,4,2024-05-12,48,48,0,30,1,2024-09-16,BN04537,884-2024-05-12
4538,947,671,6,2025-03-02,37,37,0,30,5,2025-06-08,BN04538,947-2025-03-02
4539,589,842,3,2022-02-04,64,76,12,30,2,2022-06-07,BN04539,589-2022-02-04
4540,544,1503,4,2022-04-05,74,74,0,30,2,2022-07-30,BN04540,544-2022-04-05
4541,1881,1607,4,2022-09-01,96,116,20,30,2,2022-12-14,BN04541,1881-2022-09-01
4542,604,1912,2,2022-02-16,28,48,20,30,2,2022-07-26,BN04542,604-2022-02-16
4543,1244,1691,4,2023-03-20,90,95,5,30,5,2023-07-02,BN04543,1244-2023-03-20
4544,1629,94,7,2022-03-20,134,134,0,30,1,2022-06-25,BN04544,1629-2022-03-20
4545,1066,2977,2,2024-08-02,66,81,15,30,2,2024-12-08,BN04545,1066-2024-08-02
4546,548,2118,4,2023-07-28,71,71,0,30,4,2023-12-01,BN04546,548-2023-07-28
4547,350,701,4,2023-05-17,84,84,0,30,1,2023-09-12,BN04547,350-2023-05-17
4548,907,1037,3,2025-04-22,141,141,0,30,2,2025-10-08,BN04548,907-2025-04-22
4549,970,86,4,2023-04-14,46,48,2,30,4,2023-09-21,BN04549,970-2023-04-14
4550,1074,2146,4,2024-09-16,58,58,0,30,3,2025-02-28,BN04550,1074-2024-09-16
4551,1464,1381,3,2025-01-26,26,34,8,30,1,2025-07-25,BN04551,1464-2025-01-26
4552,1165,48,4,2024-06-28,70,89,19,30,5,2024-11-24,BN04552,1165-2024-06-28
4553,1825,438,3,2023-01-17,87,113,26,30,2,2023-05-14,BN04553,1825-2023-01-17
4554,779,1311,5,2024-05-13,107,122,15,30,3,2024-10-10,BN04554,779-2024-05-13
4555,31,1,4,2024-06-22,71,72,1,30,1,2024-12-15,BN04555,31-2024-06-22
4556,245,1365,4,2022-12-05,49,59,10,30,1,2023-04-26,BN04556,245-2022-12-05
4557,649,2711,6,2025-01-18,75,82,7,30,3,2025-07-01,BN04557,649-2025-01-18
4558,561,727,3,2023-11-12,96,96,0,30,2,2024-03-31,BN04558,561-2023-11-12
4559,675,930,3,2024-03-24,113,113,0,30,2,2024-08-13,BN04559,675-2024-03-24
4560,1315,2359,8,2023-04-15,81,81,0,30,3,2023-09-24,BN04560,1315-2023-04-15
4561,880,2895,6,2024-01-14,56,64,8,30,4,2024-05-01,BN04561,880-2024-01-14
4562,359,83,4,2024-01-22,62,62,0,30,5,2024-07-08,BN04562,359-2024-01-22
4563,1051,478,4,2025-04-16,80,83,3,30,1,2025-07-22,BN04563,1051-2025-04-16
4564,1262,1474,8,2025-04-28,133,133,0,30,5,2025-08-01,BN04564,1262-2025-04-28
4565,651,1596,1,2022-06-26,133,134,1,30,1,2022-11-07,BN04565,651-2022-06-26
4566,1622,1968,2,2023-11-24,65,71,6,30,2,2024-02-22,BN04566,1622-2023-11-24
4567,1503,2507,4,2023-08-19,83,83,0,30,5,2023-12-11,BN04567,1503-2023-08-19
4568,1986,2996,4,2022-09-28,85,85,0,30,4,2023-01-15,BN04568,1986-2022-09-28
4569,1583,1547,3,2025-01-13,123,130,7,30,5,2025-07-04,BN04569,1583-2025-01-13
4570,1318,324,8,2022-12-23,107,133,26,30,4,2023-04-03,BN04570,1318-2022-12-23
4571,103,2096,4,2024-10-05,26,48,22,30,1,2025-03-18,BN04571,103-2024-10-05
4572,1422,2158,8,2022-04-14,147,147,0,30,1,2022-07-13,BN04572,1422-2022-04-14
4573,1570,2692,5,2025-02-28,58,66,8,30,3,2025-08-01,BN04573,1570-2025-02-28
4574,434,894,5,2023-11-26,48,55,7,30,3,2024-03-24,BN04574,434-2023-11-26
4575,1006,475,4,2022-02-17,75,81,6,30,1,2022-08-04,BN04575,1006-2022-02-17
4576,1297,2528,2,2022-04-02,115,133,18,30,4,2022-08-01,BN04576,1297-2022-04-02
4577,192,1061,2,2023-01-13,148,148,0,30,5,2023-05-24,BN04577,192-2023-01-13
4578,36,2368,4,2023-07-24,26,33,7,30,1,2023-12-13,BN04578,36-2023-07-24
4579,1390,1200,1,2023-10-31,62,72,10,30,4,2024-02-23,BN04579,1390-2023-10-31
4580,1702,1861,2,2023-06-03,37,46,9,30,5,2023-10-24,BN04580,1702-2023-06-03
4581,107,1674,2,2023-09-12,65,65,0,30,3,2024-02-24,BN04581,107-2023-09-12
4582,1170,202,2,2022-12-12,81,91,10,30,4,2023-05-05,BN04582,1170-2022-12-12
4583,1235,2392,4,2025-02-04,36,53,17,30,4,2025-07-07,BN04583,1235-2025-02-04
4584,688,1648,2,2024-03-08,105,115,10,30,5,2024-08-04,BN04584,688-2024-03-08
4585,221,414,3,2024-12-27,63,79,16,30,1,2025-06-12,BN04585,221-2024-12-27
4586,1655,2951,6,2024-04-10,79,88,9,30,3,2024-08-25,BN04586,1655-2024-04-10
4587,1864,513,6,2022-04-30,30,34,4,30,1,2022-10-05,BN04587,1864-2022-04-30
4588,833,455,1,2023-10-17,137,137,0,30,3,2024-02-07,BN04588,833-2023-10-17
4589,1048,1528,6,2025-04-21,47,53,6,30,2,2025-09-05,BN04589,1048-2025-04-21
4590,1539,1812,1,2024-10-01,102,102,0,30,2,2025-03-21,BN04590,1539-2024-10-01
4591,1766,2181,3,2024-12-04,44,44,0,30,2,2025-04-05,BN04591,1766-2024-12-04
4592,1614,663,1,2023-02-07,52,54,2,30,2,2023-06-29,BN04592,1614-2023-02-07
4593,1132,2240,7,2023-04-01,89,90,1,30,5,2023-07-12,BN04593,1132-2023-04-01
4594,633,2266,7,2024-05-23,70,77,7,30,4,2024-10-08,BN04594,633-2024-05-23
4595,1428,881,8,2022-10-25,144,147,3,30,3,2023-04-23,BN04595,1428-2022-10-25
4596,650,2556,2,2022-01-10,33,44,11,30,4,2022-06-13,BN04596,650-2022-01-10
4597,604,1407,5,2025-04-01,114,121,7,30,2,2025-07-19,BN04597,604-2025-04-01
4598,16,1346,3,2023-06-17,149,149,0,30,1,2023-11-23,BN04598,16-2023-06-17
4599,1007,282,4,2022-07-31,73,78,5,30,1,2022-11-10,BN04599,1007-2022-07-31
4600,1653,2311,4,2022-11-23,93,93,0,30,2,2023-02-26,BN04600,1653-2022-11-23
4601,945,1757,4,2024-07-07,38,38,0,30,1,2024-12-16,BN04601,945-2024-07-07
4602,1673,2439,4,2024-03-07,51,61,10,30,1,2024-08-29,BN04602,1673-2024-03-07
4603,1613,2062,4,2023-02-22,121,121,0,30,4,2023-07-29,BN04603,1613-2023-02-22
4604,206,1967,4,2024-04-01,22,44,22,30,5,2024-08-29,BN04604,206-2024-04-01
4605,780,1621,4,2024-03-13,148,148,0,30,5,2024-08-22,BN04605,780-2024-03-13
4606,1590,895,8,2022-07-10,57,57,0,30,4,2022-10-13,BN04606,1590-2022-07-10
4607,1819,1026,4,2024-11-02,90,90,0,30,3,2025-02-04,BN04607,1819-2024-11-02
4608,1311,1913,5,2024-12-13,79,82,3,30,4,2025-04-12,BN04608,1311-2024-12-13
4609,1870,1639,3,2024-01-27,116,117,1,30,4,2024-07-09,BN04609,1870-2024-01-27
4610,445,2584,2,2023-10-23,149,149,0,30,3,2024-02-15,BN04610,445-2023-10-23
4611,1989,2309,2,2024-02-26,45,52,7,30,4,2024-07-15,BN04611,1989-2024-02-26
4612,1715,2484,5,2025-02-10,47,53,6,30,5,2025-06-19,BN04612,1715-2025-02-10
4613,1472,1968,2,2023-04-02,61,64,3,30,1,2023-07-22,BN04613,1472-2023-04-02
4614,1825,1293,8,2022-10-13,64,64,0,30,1,2023-01-19,BN04614,1825-2022-10-13
4615,662,1433,2,2024-04-16,146,150,4,30,4,2024-08-19,BN04615,662-2024-04-16
4616,301,889,4,2022-12-23,129,129,0,30,2,2023-04-21,BN04616,301-2022-12-23
4617,1023,2443,4,2023-03-01,113,114,1,30,3,2023-08-05,BN04617,1023-2023-03-01
4618,1565,1527,7,2022-07-16,63,65,2,30,2,2022-11-26,BN04618,1565-2022-07-16
4619,951,2881,7,2025-03-21,92,101,9,30,2,2025-06-22,BN04619,951-2025-03-21
4620,991,2119,8,2024-11-14,40,40,0,30,1,2025-03-13,BN04620,991-2024-11-14
4621,665,1418,1,2025-03-11,77,77,0,30,4,2025-08-14,BN04621,665-2025-03-11
4622,1442,1703,7,2022-05-09,118,118,0,30,4,2022-08-18,BN04622,1442-2022-05-09
4623,1205,2407,2,2024-05-18,105,113,8,30,5,2024-09-17,BN04623,1205-2024-05-18
4624,729,1815,4,2023-09-23,141,147,6,30,3,2023-12-27,BN04624,729-2023-09-23
4625,1346,1127,4,2024-11-12,45,47,2,30,5,2025-02-24,BN04625,1346-2024-11-12
4626,89,169,3,2024-01-05,109,109,0,30,2,2024-04-08,BN04626,89-2024-01-05
4627,150,2368,4,2022-03-28,74,80,6,30,2,2022-09-18,BN04627,150-2022-03-28
4628,1154,2329,2,2022-08-19,125,135,10,30,1,2023-01-08,BN04628,1154-2022-08-19
4629,1594,2088,4,2023-07-25,26,38,12,30,4,2023-10-30,BN04629,1594-2023-07-25
4630,609,1525,2,2023-01-07,48,53,5,30,3,2023-04-25,BN04630,609-2023-01-07
4631,1379,1488,3,2024-11-10,106,123,17,30,2,2025-04-04,BN04631,1379-2024-11-10
4632,400,318,4,2022-05-11,39,39,0,30,3,2022-11-06,BN04632,400-2022-05-11
4633,2024,2154,4,2024-10-02,35,39,4,30,4,2025-01-07,BN04633,2024-2024-10-02
4634,1307,2266,7,2024-02-12,129,130,1,30,1,2024-07-08,BN04634,1307-2024-02-12
4635,1868,221,1,2022-07-10,132,136,4,30,4,2022-12-01,BN04635,1868-2022-07-10
4636,1125,989,5,2024-02-19,121,144,23,30,2,2024-06-13,BN04636,1125-2024-02-19
4637,1469,2229,4,2024-05-02,93,93,0,30,3,2024-10-18,BN04637,1469-2024-05-02
4638,587,540,7,2023-02-17,33,35,2,30,2,2023-06-03,BN04638,587-2023-02-17
4639,1507,2969,5,2024-10-30,40,42,2,30,1,2025-02-23,BN04639,1507-2024-10-30
4640,960,771,5,2024-07-22,138,143,5,30,2,2024-11-04,BN04640,960-2024-07-22
4641,986,1256,1,2025-03-30,71,71,0,30,4,2025-09-06,BN04641,986-2025-03-30
4642,1197,2320,3,2023-05-29,129,134,5,30,2,2023-10-30,BN04642,1197-2023-05-29
4643,1999,1420,6,2025-03-09,92,95,3,30,4,2025-06-13,BN04643,1999-2025-03-09
4644,1205,321,3,2023-12-29,99,100,1,30,2,2024-04-17,BN04644,1205-2023-12-29
4645,279,1053,3,2024-06-20,96,96,0,30,4,2024-11-28,BN04645,279-2024-06-20
4646,541,225,7,2023-05-24,118,131,13,30,2,2023-11-12,BN04646,541-2023-05-24
4647,181,1989,4,2024-12-24,122,141,19,30,5,2025-04-02,BN04647,181-2024-12-24
4648,590,1058,1,2024-04-06,110,119,9,30,2,2024-09-13,BN04648,590-2024-04-06
4649,281,2546,4,2022-11-20,102,107,5,30,4,2023-03-10,BN04649,281-2022-11-20
4650,376,1548,3,2024-01-22,71,71,0,30,2,2024-04-29,BN04650,376-2024-01-22
4651,1708,625,4,2023-03-01,60,64,4,30,2,2023-07-13,BN04651,1708-2023-03-01
4652,385,1919,2,2022-11-25,37,37,0,30,3,2023-02-26,BN04652,385-2022-11-25
4653,1214,979,4,2022-07-27,84,98,14,30,3,2023-01-20,BN04653,1214-2022-07-27
4654,94,736,1,2025-03-27,123,127,4,30,2,2025-09-08,BN04654,94-2025-03-27
4655,1809,1046,3,2023-03-04,49,55,6,30,5,2023-07-25,BN04655,1809-2023-03-04
4656,614,133,5,2024-03-09,64,64,0,30,4,2024-08-04,BN04656,614-2024-03-09
4657,1590,1081,5,2022-09-29,80,80,0,30,5,2022-12-28,BN04657,1590-2022-09-29
4658,841,614,4,2022-12-03,52,53,1,30,1,2023-05-27,BN04658,841-2022-12-03
4659,1546,2344,3,2023-09-21,104,114,10,30,3,2024-02-03,BN04659,1546-2023-09-21
4660,856,665,2,2025-05-22,73,73,0,30,1,2025-10-01,BN04660,856-2025-05-22
4661,1654,2588,4,2023-07-14,120,120,0,30,3,2023-11-21,BN04661,1654-2023-07-14
4662,1218,710,7,2023-07-24,127,135,8,30,2,2023-11-06,BN04662,1218-2023-07-24
4663,1286,1408,7,2023-07-17,76,87,11,30,5,2023-12-12,BN04663,1286-2023-07-17
4664,162,1749,6,2024-11-18,101,115,14,30,1,2025-04-28,BN04664,162-2024-11-18
4665,1326,2839,5,2023-01-20,61,63,2,30,1,2023-07-08,BN04665,1326-2023-01-20
4666,590,1916,5,2024-03-10,52,56,4,30,5,2024-09-01,BN04666,590-2024-03-10
4667,1601,813,1,2023-04-14,37,67,30,30,4,2023-07-30,BN04667,1601-2023-04-14
4668,1143,1798,3,2022-04-25,65,80,15,30,4,2022-09-19,BN04668,1143-2022-04-25
4669,554,2316,2,2025-02-08,66,73,7,30,4,2025-05-11,BN04669,554-2025-02-08
4670,1823,1666,1,2024-11-27,124,124,0,30,3,2025-03-27,BN04670,1823-2024-11-27
4671,543,640,1,2022-07-20,125,128,3,30,1,2022-10-20,BN04671,543-2022-07-20
4672,1924,493,4,2022-12-01,49,49,0,30,1,2023-03-30,BN04672,1924-2022-12-01
4673,1491,2815,7,2025-03-02,94,98,4,30,3,2025-06-08,BN04673,1491-2025-03-02
4674,1752,688,6,2023-02-23,142,142,0,30,1,2023-07-06,BN04674,1752-2023-02-23
4675,544,2412,2,2022-12-09,46,52,6,30,4,2023-05-27,BN04675,544-2022-12-09
4676,1084,1101,8,2022-08-23,55,55,0,30,4,2023-01-30,BN04676,1084-2022-08-23
4677,106,1654,6,2025-03-28,100,108,8,30,2,2025-09-06,BN04677,106-2025-03-28
4678,271,1795,5,2024-08-06,98,111,13,30,2,2024-11-17,BN04678,271-2024-08-06
4679,1164,820,4,2022-08-10,9,31,22,30,5,2022-12-18,BN04679,1164-2022-08-10
4680,1336,2679,7,2024-09-01,30,36,6,30,4,2025-01-12,BN04680,1336-2024-09-01
4681,1834,1620,2,2024-03-24,64,64,0,30,3,2024-07-11,BN04681,1834-2024-03-24
4682,1360,2738,6,2023-04-10,98,108,10,30,4,2023-08-02,BN04682,1360-2023-04-10
4683,1569,926,3,2022-10-19,135,139,4,30,3,2023-03-27,BN04683,1569-2022-10-19
4684,1659,1015,4,2025-03-18,94,100,6,30,4,2025-08-01,BN04684,1659-2025-03-18
4685,575,1748,8,2025-02-16,121,131,10,30,1,2025-06-12,BN04685,575-2025-02-16
4686,726,988,4,2024-07-13,114,122,8,30,5,2024-12-25,BN04686,726-2024-07-13
4687,1799,2904,1,2022-12-08,70,70,0,30,4,2023-04-28,BN04687,1799-2022-12-08
4688,1700,988,4,2024-01-05,67,75,8,30,1,2024-04-06,BN04688,1700-2024-01-05
4689,930,2699,4,2023-03-03,64,79,15,30,5,2023-06-20,BN04689,930-2023-03-03
4690,428,2134,3,2024-05-22,141,141,0,30,5,2024-09-05,BN04690,428-2024-05-22
4691,265,2907,4,2023-09-19,120,124,4,30,1,2024-03-02,BN04691,265-2023-09-19
4692,1190,2073,5,2025-03-19,131,133,2,30,2,2025-09-01,BN04692,1190-2025-03-19
4693,839,2682,4,2025-01-29,120,124,4,30,2,2025-05-03,BN04693,839-2025-01-29
4694,1536,1474,8,2024-03-02,95,95,0,30,5,2024-06-13,BN04694,1536-2024-03-02
4695,728,1029,4,2022-08-09,58,66,8,30,1,2022-11-29,BN04695,728-2022-08-09
4696,802,1611,1,2022-06-01,46,52,6,30,4,2022-09-14,BN04696,802-2022-06-01
4697,1850,1723,4,2024-01-19,53,60,7,30,4,2024-07-08,BN04697,1850-2024-01-19
4698,942,2384,3,2022-10-29,77,92,15,30,2,2023-02-26,BN04698,942-2022-10-29
4699,434,1877,4,2023-04-17,90,90,0,30,2,2023-08-21,BN04699,434-2023-04-17
4700,1656,1419,1,2025-02-07,139,141,2,30,1,2025-06-01,BN04700,1656-2025-02-07
4701,986,1343,1,2023-03-07,40,40,0,30,2,2023-08-01,BN04701,986-2023-03-07
4702,1283,663,1,2023-01-10,20,30,10,30,1,2023-05-08,BN04702,1283-2023-01-10
4703,148,2997,1,2022-07-19,74,80,6,30,4,2022-12-11,BN04703,148-2022-07-19
4704,367,1434,8,2022-04-22,97,97,0,30,1,2022-09-11,BN04704,367-2022-04-22
4705,964,214,2,2022-08-19,98,110,12,30,1,2022-12-08,BN04705,964-2022-08-19
4706,1530,716,2,2023-06-13,47,49,2,30,2,2023-12-03,BN04706,1530-2023-06-13
4707,2031,2109,1,2025-05-01,39,39,0,30,2,2025-09-24,BN04707,2031-2025-05-01
4708,1663,51,8,2022-09-29,109,109,0,30,2,2022-12-28,BN04708,1663-2022-09-29
4709,1477,1046,3,2023-07-05,34,45,11,30,4,2023-11-26,BN04709,1477-2023-07-05
4710,1069,2075,4,2024-06-13,114,115,1,30,3,2024-11-15,BN04710,1069-2024-06-13
4711,1925,129,1,2022-07-31,75,75,0,30,1,2022-12-08,BN04711,1925-2022-07-31
4712,1792,2116,8,2024-03-21,107,107,0,30,3,2024-06-19,BN04712,1792-2024-03-21
4713,1791,1063,5,2024-10-12,87,87,0,30,3,2025-03-16,BN04713,1791-2024-10-12
4714,1407,2052,8,2024-06-10,69,76,7,30,3,2024-11-03,BN04714,1407-2024-06-10
4715,1265,1767,6,2023-06-27,80,94,14,30,2,2023-12-17,BN04715,1265-2023-06-27
4716,665,2825,6,2023-12-06,108,116,8,30,3,2024-03-31,BN04716,665-2023-12-06
4717,80,2759,3,2023-02-24,79,79,0,30,3,2023-06-02,BN04717,80-2023-02-24
4718,321,470,4,2023-07-08,81,89,8,30,3,2023-12-07,BN04718,321-2023-07-08
4719,348,18,3,2022-07-24,91,94,3,30,2,2023-01-13,BN04719,348-2022-07-24
4720,1396,1535,3,2022-11-10,61,61,0,30,1,2023-04-14,BN04720,1396-2022-11-10
4721,399,2621,6,2024-11-12,37,54,17,30,5,2025-04-21,BN04721,399-2024-11-12
4722,1779,2437,4,2022-11-21,40,42,2,30,3,2023-05-02,BN04722,1779-2022-11-21
4723,1711,2959,7,2023-05-17,22,30,8,30,3,2023-08-23,BN04723,1711-2023-05-17
4724,1714,268,4,2024-08-04,128,144,16,30,1,2024-11-26,BN04724,1714-2024-08-04
4725,290,2638,3,2022-11-07,101,115,14,30,2,2023-04-03,BN04725,290-2022-11-07
4726,1048,86,4,2023-05-25,138,138,0,30,5,2023-09-15,BN04726,1048-2023-05-25
4727,915,1201,3,2023-10-08,67,75,8,30,3,2024-02-23,BN04727,915-2023-10-08
4728,1936,395,4,2024-02-19,112,127,15,30,2,2024-05-28,BN04728,1936-2024-02-19
4729,776,1766,2,2023-02-02,126,149,23,30,5,2023-06-30,BN04729,776-2023-02-02
4730,1924,690,6,2022-10-29,100,111,11,30,5,2023-02-17,BN04730,1924-2022-10-29
4731,1159,2073,5,2022-09-23,108,113,5,30,1,2023-02-01,BN04731,1159-2022-09-23
4732,1948,1123,3,2025-03-24,65,75,10,30,5,2025-08-15,BN04732,1948-2025-03-24
4733,403,1712,5,2024-12-27,104,108,4,30,3,2025-04-18,BN04733,403-2024-12-27
4734,1937,674,8,2024-08-10,134,134,0,30,2,2024-11-18,BN04734,1937-2024-08-10
4735,79,602,7,2024-07-03,72,79,7,30,4,2024-11-24,BN04735,79-2024-07-03
4736,1119,2383,6,2023-07-11,41,64,23,30,3,2023-12-31,BN04736,1119-2023-07-11
4737,1290,2469,1,2022-06-26,34,34,0,30,3,2022-12-16,BN04737,1290-2022-06-26
4738,1162,2973,3,2024-10-14,139,141,2,30,3,2025-02-13,BN04738,1162-2024-10-14
4739,2011,285,1,2023-03-04,88,88,0,30,3,2023-07-13,BN04739,2011-2023-03-04
4740,1687,1847,5,2024-07-20,92,92,0,30,4,2024-11-29,BN04740,1687-2024-07-20
4741,1195,79,5,2024-10-13,115,125,10,30,5,2025-04-06,BN04741,1195-2024-10-13
4742,1211,2507,4,2023-01-06,134,134,0,30,5,2023-04-18,BN04742,1211-2023-01-06
4743,522,228,1,2022-08-31,20,36,16,30,1,2023-02-25,BN04743,522-2022-08-31
4744,1694,2049,4,2023-07-14,6,37,31,30,5,2023-11-05,BN04744,1694-2023-07-14
4745,245,2961,4,2022-06-06,95,101,6,30,2,2022-10-31,BN04745,245-2022-06-06
4746,1061,1161,7,2023-07-09,99,113,14,30,1,2023-10-20,BN04746,1061-2023-07-09
4747,638,935,4,2025-06-04,67,67,0,30,4,2025-09-26,BN04747,638-2025-06-04
