product_id,product_name,brand,category,sub_category,source_type,factory_id,shelf_life,packaging_type,unit_size,sku,last_modified
1002,Vinamilk Line Dinh Dưỡng 1L,Vinamilk,Distributed,Line,distributed,,141,Hộp giấy,1L,SKU01002,2024-08-03 18:04:16.422053
1003,TH True Milk Surface Thượng Hạng 250ml,TH True Milk,Distributed,Surface,distributed,,366,Chai nhựa,250ml,SKU01003,2024-11-06 01:53:37.208132
1004,P&G Worry Vị Mới 1L,P&G,Distributed,Worry,distributed,,497,Hộp giấy,1L,SKU01004,2024-11-01 23:25:17.115244
1005,Acecook Fear Đặc Biệt 1L,Acecook,Distributed,Fear,distributed,,199,Hộp giấy,1L,SKU01005,2024-07-16 01:36:25.968940
1006,TH True Milk Fact Premium 500g,TH True Milk,Distributed,Fact,distributed,,129,Túi,500g,SKU01006,2025-05-09 20:09:40.013028
1007,Ajinomoto Admit Premium 1L,Ajinomoto,Distributed,Admit,distributed,,402,Hộp giấy,1L,SKU01007,2025-01-02 00:01:56.320573
1008,PepsiCo Right Premium 330ml,PepsiCo,Distributed,Right,distributed,,227,Chai nhựa,330ml,SKU01008,2024-12-11 18:40:59.858069
1009,TH True Milk Structure Thượng Hạng 1L,TH True Milk,Distributed,Structure,distributed,,192,Hộp giấy,1L,SKU01009,2024-08-18 13:51:07.833719
1010,P&G Situation Dinh Dưỡng 700ml,P&G,Distributed,Situation,distributed,,200,Chai nhựa,700ml,SKU01010,2024-12-22 13:22:25.010160
1011,Unilever Late Đặc Biệt 700ml,Unilever,Distributed,Late,distributed,,351,Chai nhựa,700ml,SKU01011,2024-10-15 18:46:03.556971
1012,TH True Milk Yes Thượng Hạng 100g,TH True Milk,Distributed,Yes,distributed,,440,Túi,100g,SKU01012,2024-10-26 16:39:50.013335
1013,Suntory Imagine Vị Mới 1L,Suntory,Distributed,Imagine,distributed,,233,Hộp giấy,1L,SKU01013,2025-05-12 18:38:55.860630
1014,Nestlé Officer Premium 1kg,Nestlé,Distributed,Officer,distributed,,341,Túi,1kg,SKU01014,2024-11-19 08:46:06.016730
1015,Vinamilk Upon Premium 700ml,Vinamilk,Distributed,Upon,distributed,,104,Chai nhựa,700ml,SKU01015,2025-04-08 23:15:14.062400
1016,Vinamilk In Vị Mới 1kg,Vinamilk,Distributed,In,distributed,,202,Túi,1kg,SKU01016,2025-01-28 19:10:30.740954
1017,TH True Milk Five Vị Mới 1kg,TH True Milk,Distributed,Five,distributed,,474,Túi,1kg,SKU01017,2024-09-15 13:09:58.272188
1018,Acecook History Premium 700ml,Acecook,Distributed,History,distributed,,697,Chai nhựa,700ml,SKU01018,2025-01-07 04:04:24.697435
1019,Acecook Allow Premium 1kg,Acecook,Distributed,Allow,distributed,,398,Túi,1kg,SKU01019,2025-05-24 18:45:40.123392
1020,Acecook Film Đặc Biệt 500g,Acecook,Distributed,Film,distributed,,193,Túi,500g,SKU01020,2025-03-24 06:43:49.246710
1021,TH True Milk Free Dinh Dưỡng 250ml,TH True Milk,Distributed,Free,distributed,,584,Chai nhựa,250ml,SKU01021,2024-11-25 06:37:24.569151
1022,Nestlé Room Đặc Biệt 1kg,Nestlé,Distributed,Room,distributed,,148,Túi,1kg,SKU01022,2025-03-09 11:13:34.450168
1023,Suntory Remain Premium 1kg,Suntory,Distributed,Remain,distributed,,229,Túi,1kg,SKU01023,2024-10-03 09:52:00.354879
1024,Suntory Dog Thượng Hạng 700ml,Suntory,Distributed,Dog,distributed,,218,Chai nhựa,700ml,SKU01024,2024-10-06 04:37:51.704152
1025,Vinamilk Player Đặc Biệt 250ml,Vinamilk,Distributed,Player,distributed,,199,Chai nhựa,250ml,SKU01025,2025-01-10 16:12:46.017523
1026,Acecook Magazine Thượng Hạng 1L,Acecook,Distributed,Magazine,distributed,,603,Hộp giấy,1L,SKU01026,2024-06-28 12:40:28.006835
1027,Acecook Both Dinh Dưỡng 700ml,Acecook,Distributed,Both,distributed,,226,Chai nhựa,700ml,SKU01027,2025-02-26 11:18:22.712392
1028,Unilever Candidate Thượng Hạng 700ml,Unilever,Distributed,Candidate,distributed,,124,Chai nhựa,700ml,SKU01028,2024-12-18 03:40:18.778247
1029,TH True Milk Discover Thượng Hạng 1kg,TH True Milk,Distributed,Discover,distributed,,258,Túi,1kg,SKU01029,2025-03-14 07:20:38.498778
1030,PepsiCo Institution Đặc Biệt 700ml,PepsiCo,Distributed,Institution,distributed,,542,Chai nhựa,700ml,SKU01030,2024-07-17 01:10:35.746074
1031,Orion Floor Đặc Biệt 330ml,Orion,Distributed,Floor,distributed,,304,Chai nhựa,330ml,SKU01031,2024-11-09 09:20:27.016367
1032,P&G Indicate Vị Mới 1L,P&G,Distributed,Indicate,distributed,,716,Hộp giấy,1L,SKU01032,2024-08-10 17:27:53.962703
1033,TH True Milk Pressure Đặc Biệt 700ml,TH True Milk,Distributed,Pressure,distributed,,225,Chai nhựa,700ml,SKU01033,2025-04-20 14:34:05.448617
1034,Nestlé Thank Vị Mới 330ml,Nestlé,Distributed,Thank,distributed,,684,Chai nhựa,330ml,SKU01034,2024-10-03 03:47:47.532567
1035,TH True Milk Stock Đặc Biệt 700ml,TH True Milk,Distributed,Stock,distributed,,591,Chai nhựa,700ml,SKU01035,2024-11-09 00:24:14.074468
1036,Unilever Along Đặc Biệt 330ml,Unilever,Distributed,Along,distributed,,201,Chai nhựa,330ml,SKU01036,2024-08-21 12:58:38.678676
1037,Unilever Account Premium 1kg,Unilever,Distributed,Account,distributed,,534,Túi,1kg,SKU01037,2024-10-19 17:45:56.003792
1038,P&G Through Thượng Hạng 250ml,P&G,Distributed,Through,distributed,,692,Chai nhựa,250ml,SKU01038,2024-10-05 00:37:18.527251
1039,Orion It Thượng Hạng 700ml,Orion,Distributed,It,distributed,,556,Chai nhựa,700ml,SKU01039,2024-09-20 05:11:34.640049
1040,Nestlé Chance Premium 330ml,Nestlé,Distributed,Chance,distributed,,357,Chai nhựa,330ml,SKU01040,2024-08-24 02:58:01.459614
1041,P&G Sure Đặc Biệt 500g,P&G,Distributed,Sure,distributed,,283,Túi,500g,SKU01041,2024-10-05 01:09:38.380241
1042,PepsiCo Live Dinh Dưỡng 250ml,PepsiCo,Distributed,Live,distributed,,675,Chai nhựa,250ml,SKU01042,2024-12-12 19:37:32.897893
1043,Unilever Hard Premium 100g,Unilever,Distributed,Hard,distributed,,499,Túi,100g,SKU01043,2024-10-27 17:22:53.313952
1044,Suntory Sport Premium 700ml,Suntory,Distributed,Sport,distributed,,253,Chai nhựa,700ml,SKU01044,2024-07-10 00:42:18.219686
1045,Vinamilk Relate Premium 100g,Vinamilk,Distributed,Relate,distributed,,497,Túi,100g,SKU01045,2024-11-13 19:02:52.391602
1046,Vinamilk Dark Dinh Dưỡng 1kg,Vinamilk,Distributed,Dark,distributed,,256,Túi,1kg,SKU01046,2025-05-14 21:27:45.501292
1047,Orion Break Dinh Dưỡng 250ml,Orion,Distributed,Break,distributed,,414,Chai nhựa,250ml,SKU01047,2024-08-04 14:00:12.329577
1048,Ajinomoto Old Đặc Biệt 1kg,Ajinomoto,Distributed,Old,distributed,,624,Túi,1kg,SKU01048,2025-03-01 02:31:28.634026
1049,Vinamilk In Vị Mới 1kg,Vinamilk,Distributed,In,distributed,,548,Túi,1kg,SKU01049,2025-03-06 14:01:41.993757
1050,Acecook Choice Premium 1L,Acecook,Distributed,Choice,distributed,,349,Hộp giấy,1L,SKU01050,2024-09-29 19:53:12.989737
1051,TH True Milk Life Vị Mới 700ml,TH True Milk,Distributed,Life,distributed,,445,Chai nhựa,700ml,SKU01051,2025-06-13 17:17:39.427522
1052,Vinamilk Challenge Dinh Dưỡng 500g,Vinamilk,Distributed,Challenge,distributed,,448,Túi,500g,SKU01052,2025-01-31 03:57:19.312284
1053,TH True Milk Not Dinh Dưỡng 1kg,TH True Milk,Distributed,Not,distributed,,167,Túi,1kg,SKU01053,2024-11-19 12:05:27.532237
1054,Acecook Push Dinh Dưỡng 700ml,Acecook,Distributed,Push,distributed,,729,Chai nhựa,700ml,SKU01054,2025-05-30 22:49:55.103866
1055,Orion Quickly Premium 250ml,Orion,Distributed,Quickly,distributed,,611,Chai nhựa,250ml,SKU01055,2024-08-02 12:56:34.233349
1056,PepsiCo Own Dinh Dưỡng 1L,PepsiCo,Distributed,Own,distributed,,521,Hộp giấy,1L,SKU01056,2024-07-11 12:43:40.254431
1057,TH True Milk Point Vị Mới 250ml,TH True Milk,Distributed,Point,distributed,,723,Chai nhựa,250ml,SKU01057,2024-10-06 16:13:10.056402
1058,Nestlé Care Vị Mới 1L,Nestlé,Distributed,Care,distributed,,501,Hộp giấy,1L,SKU01058,2024-12-11 07:53:28.516235
1059,Vinamilk True Thượng Hạng 700ml,Vinamilk,Distributed,True,distributed,,349,Chai nhựa,700ml,SKU01059,2024-07-22 06:31:29.576995
1060,Acecook Music Premium 500ml,Acecook,Distributed,Music,distributed,,647,Chai nhựa,500ml,SKU01060,2025-02-04 14:59:03.167495
1061,Orion Chance Premium 100g,Orion,Distributed,Chance,distributed,,236,Túi,100g,SKU01061,2025-01-29 14:04:58.103178
1062,Acecook Provide Thượng Hạng 330ml,Acecook,Distributed,Provide,distributed,,178,Chai nhựa,330ml,SKU01062,2025-05-27 20:22:11.735701
1063,Nestlé Miss Vị Mới 1L,Nestlé,Distributed,Miss,distributed,,305,Hộp giấy,1L,SKU01063,2025-01-24 01:53:58.317400
1064,TH True Milk Stay Dinh Dưỡng 250ml,TH True Milk,Distributed,Stay,distributed,,462,Chai nhựa,250ml,SKU01064,2025-04-27 16:58:57.946710
1065,Vinamilk Design Dinh Dưỡng 1kg,Vinamilk,Distributed,Design,distributed,,215,Túi,1kg,SKU01065,2024-09-22 00:17:36.301861
1066,Orion Call Dinh Dưỡng 1kg,Orion,Distributed,Call,distributed,,413,Túi,1kg,SKU01066,2024-07-16 20:27:59.217160
1067,PepsiCo Letter Dinh Dưỡng 700ml,PepsiCo,Distributed,Letter,distributed,,163,Chai nhựa,700ml,SKU01067,2025-03-22 03:03:23.567518
1068,Orion Authority Vị Mới 700ml,Orion,Distributed,Authority,distributed,,372,Chai nhựa,700ml,SKU01068,2024-07-29 06:30:16.558525
1069,PepsiCo Nor Dinh Dưỡng 1L,PepsiCo,Distributed,Nor,distributed,,260,Hộp giấy,1L,SKU01069,2024-10-19 00:33:04.152288
1070,TH True Milk Crime Thượng Hạng 500g,TH True Milk,Distributed,Crime,distributed,,345,Túi,500g,SKU01070,2024-09-16 03:22:27.239180
1071,TH True Milk Kind Đặc Biệt 100g,TH True Milk,Distributed,Kind,distributed,,728,Túi,100g,SKU01071,2024-11-26 23:15:29.646044
1072,TH True Milk Also Đặc Biệt 700ml,TH True Milk,Distributed,Also,distributed,,511,Chai nhựa,700ml,SKU01072,2024-07-07 04:39:57.161133
1073,PepsiCo Pm Đặc Biệt 500g,PepsiCo,Distributed,Pm,distributed,,264,Túi,500g,SKU01073,2024-10-30 14:19:13.542774
1074,TH True Milk Seven Premium 700ml,TH True Milk,Distributed,Seven,distributed,,264,Chai nhựa,700ml,SKU01074,2024-11-16 05:49:55.272848
1075,TH True Milk Throughout Premium 1L,TH True Milk,Distributed,Throughout,distributed,,161,Hộp giấy,1L,SKU01075,2025-05-11 02:15:37.377982
1076,Nestlé Indicate Thượng Hạng 330ml,Nestlé,Distributed,Indicate,distributed,,141,Chai nhựa,330ml,SKU01076,2025-06-15 21:09:26.020294
1077,Ajinomoto Just Thượng Hạng 1kg,Ajinomoto,Distributed,Just,distributed,,284,Túi,1kg,SKU01077,2025-02-17 17:37:04.836403
1078,TH True Milk Such Dinh Dưỡng 500g,TH True Milk,Distributed,Such,distributed,,637,Túi,500g,SKU01078,2024-09-11 16:25:47.897073
1079,Vinamilk International Đặc Biệt 500g,Vinamilk,Distributed,International,distributed,,629,Túi,500g,SKU01079,2025-03-01 13:39:13.113506
1080,Unilever Accept Premium 1kg,Unilever,Distributed,Accept,distributed,,593,Túi,1kg,SKU01080,2025-01-15 09:07:46.605701
1081,Ajinomoto Buy Premium 100g,Ajinomoto,Distributed,Buy,distributed,,175,Túi,100g,SKU01081,2024-09-12 04:56:53.433958
1082,P&G Wall Thượng Hạng 330ml,P&G,Distributed,Wall,distributed,,383,Chai nhựa,330ml,SKU01082,2024-09-18 10:22:21.247633
1083,Suntory Far Thượng Hạng 1L,Suntory,Distributed,Far,distributed,,538,Hộp giấy,1L,SKU01083,2024-12-28 03:29:12.770867
1084,Suntory Expect Premium 500g,Suntory,Distributed,Expect,distributed,,422,Túi,500g,SKU01084,2025-06-07 18:42:37.973859
1085,Suntory Lawyer Premium 700ml,Suntory,Distributed,Lawyer,distributed,,275,Chai nhựa,700ml,SKU01085,2025-01-19 00:26:12.566746
1086,P&G Probably Vị Mới 500ml,P&G,Distributed,Probably,distributed,,186,Chai nhựa,500ml,SKU01086,2024-07-04 14:51:52.880358
1087,P&G Technology Dinh Dưỡng 500ml,P&G,Distributed,Technology,distributed,,279,Chai nhựa,500ml,SKU01087,2024-09-15 00:01:12.310421
1088,P&G Marriage Đặc Biệt 500g,P&G,Distributed,Marriage,distributed,,384,Túi,500g,SKU01088,2024-11-22 03:00:15.956450
1089,TH True Milk Keep Premium 700ml,TH True Milk,Distributed,Keep,distributed,,124,Chai nhựa,700ml,SKU01089,2025-05-27 08:37:48.497375
1090,PepsiCo Air Vị Mới 500g,PepsiCo,Distributed,Air,distributed,,528,Túi,500g,SKU01090,2025-02-10 23:56:51.098230
1091,Vinamilk Personal Vị Mới 1L,Vinamilk,Distributed,Personal,distributed,,418,Hộp giấy,1L,SKU01091,2024-08-17 12:24:09.295388
1092,Nestlé Continue Dinh Dưỡng 700ml,Nestlé,Distributed,Continue,distributed,,592,Chai nhựa,700ml,SKU01092,2024-11-07 05:51:34.355989
1093,Suntory Value Premium 250ml,Suntory,Distributed,Value,distributed,,523,Chai nhựa,250ml,SKU01093,2024-09-26 09:25:52.189146
1094,TH True Milk By Thượng Hạng 1L,TH True Milk,Distributed,By,distributed,,549,Hộp giấy,1L,SKU01094,2025-03-05 17:58:48.903217
1095,Acecook Whole Thượng Hạng 100g,Acecook,Distributed,Whole,distributed,,482,Túi,100g,SKU01095,2024-09-29 02:17:55.246600
1096,Acecook Beyond Vị Mới 700ml,Acecook,Distributed,Beyond,distributed,,505,Chai nhựa,700ml,SKU01096,2024-10-16 18:40:37.423918
1097,Nestlé Blue Thượng Hạng 500ml,Nestlé,Distributed,Blue,distributed,,297,Chai nhựa,500ml,SKU01097,2024-08-18 13:05:57.349195
1098,Orion While Vị Mới 330ml,Orion,Distributed,While,distributed,,308,Chai nhựa,330ml,SKU01098,2024-07-19 03:09:42.466057
1099,Unilever Of Vị Mới 500ml,Unilever,Distributed,Of,distributed,,555,Chai nhựa,500ml,SKU01099,2024-12-24 14:36:59.769577
1100,Unilever Particular Đặc Biệt 330ml,Unilever,Distributed,Particular,distributed,,637,Chai nhựa,330ml,SKU01100,2025-06-11 12:46:58.106238
1101,Acecook Several Vị Mới 1kg,Acecook,Distributed,Several,distributed,,604,Túi,1kg,SKU01101,2025-04-21 05:51:05.904976
1102,Ajinomoto Listen Đặc Biệt 330ml,Ajinomoto,Distributed,Listen,distributed,,515,Chai nhựa,330ml,SKU01102,2025-06-09 08:42:36.827660
1103,Suntory Wish Vị Mới 1L,Suntory,Distributed,Wish,distributed,,644,Hộp giấy,1L,SKU01103,2024-10-17 08:47:12.986075
1104,Suntory Goal Vị Mới 700ml,Suntory,Distributed,Goal,distributed,,314,Chai nhựa,700ml,SKU01104,2025-03-07 05:13:38.197170
1105,P&G Forget Đặc Biệt 700ml,P&G,Distributed,Forget,distributed,,252,Chai nhựa,700ml,SKU01105,2025-06-17 06:44:52.385152
1106,Orion By Thượng Hạng 250ml,Orion,Distributed,By,distributed,,599,Chai nhựa,250ml,SKU01106,2024-12-31 02:23:47.049603
1107,Acecook Pattern Premium 500g,Acecook,Distributed,Pattern,distributed,,622,Túi,500g,SKU01107,2024-07-08 17:19:19.778772
1108,PepsiCo Less Vị Mới 1kg,PepsiCo,Distributed,Less,distributed,,282,Túi,1kg,SKU01108,2024-08-13 06:18:17.596606
1109,Suntory I Đặc Biệt 500ml,Suntory,Distributed,I,distributed,,100,Chai nhựa,500ml,SKU01109,2024-09-17 05:21:57.346294
1110,PepsiCo Size Đặc Biệt 1L,PepsiCo,Distributed,Size,distributed,,177,Hộp giấy,1L,SKU01110,2025-02-26 06:16:40.408370
1111,TH True Milk Bill Vị Mới 100g,TH True Milk,Distributed,Bill,distributed,,356,Túi,100g,SKU01111,2024-09-05 18:05:30.657941
1112,Ajinomoto Hand Vị Mới 330ml,Ajinomoto,Distributed,Hand,distributed,,271,Chai nhựa,330ml,SKU01112,2025-01-15 08:11:33.312838
1113,P&G Compare Vị Mới 1kg,P&G,Distributed,Compare,distributed,,154,Túi,1kg,SKU01113,2024-06-20 09:46:55.046118
1114,TH True Milk Increase Đặc Biệt 500g,TH True Milk,Distributed,Increase,distributed,,704,Túi,500g,SKU01114,2024-10-29 14:39:57.142631
1115,TH True Milk Claim Premium 500ml,TH True Milk,Distributed,Claim,distributed,,629,Chai nhựa,500ml,SKU01115,2025-03-26 18:10:21.577942
1116,Nestlé Get Dinh Dưỡng 100g,Nestlé,Distributed,Get,distributed,,584,Túi,100g,SKU01116,2025-05-15 15:56:56.381366
1117,Ajinomoto Keep Đặc Biệt 500ml,Ajinomoto,Distributed,Keep,distributed,,425,Chai nhựa,500ml,SKU01117,2024-10-24 01:13:50.731157
1118,TH True Milk Mrs Premium 500ml,TH True Milk,Distributed,Mrs,distributed,,220,Chai nhựa,500ml,SKU01118,2024-08-13 13:38:34.228220
1119,Nestlé Among Thượng Hạng 100g,Nestlé,Distributed,Among,distributed,,123,Túi,100g,SKU01119,2025-04-26 06:18:29.807479
1120,P&G True Dinh Dưỡng 700ml,P&G,Distributed,True,distributed,,266,Chai nhựa,700ml,SKU01120,2024-08-13 10:37:14.194147
1121,Orion By Đặc Biệt 330ml,Orion,Distributed,By,distributed,,380,Chai nhựa,330ml,SKU01121,2024-07-12 17:08:46.090297
1122,Orion Bank Thượng Hạng 100g,Orion,Distributed,Bank,distributed,,118,Túi,100g,SKU01122,2025-06-02 00:00:25.146649
1123,Vinamilk Leave Dinh Dưỡng 500g,Vinamilk,Distributed,Leave,distributed,,666,Túi,500g,SKU01123,2025-01-18 12:47:16.779974
1124,P&G Develop Vị Mới 700ml,P&G,Distributed,Develop,distributed,,624,Chai nhựa,700ml,SKU01124,2024-09-03 05:47:05.311114
1125,Nestlé Expert Premium 1L,Nestlé,Distributed,Expert,distributed,,218,Hộp giấy,1L,SKU01125,2024-11-05 11:05:39.606793
1126,Orion From Thượng Hạng 330ml,Orion,Distributed,From,distributed,,158,Chai nhựa,330ml,SKU01126,2024-12-04 17:08:35.348768
1127,Nestlé Music Premium 330ml,Nestlé,Distributed,Music,distributed,,402,Chai nhựa,330ml,SKU01127,2024-11-09 12:55:23.026500
1128,Orion Scene Đặc Biệt 1kg,Orion,Distributed,Scene,distributed,,547,Túi,1kg,SKU01128,2025-03-09 01:33:16.487262
1129,Suntory Environmental Premium 100g,Suntory,Distributed,Environmental,distributed,,115,Túi,100g,SKU01129,2025-04-12 18:22:08.869367
1130,Vinamilk Worker Thượng Hạng 1kg,Vinamilk,Distributed,Worker,distributed,,227,Túi,1kg,SKU01130,2025-05-04 09:16:18.894430
1131,Acecook Herself Dinh Dưỡng 100g,Acecook,Distributed,Herself,distributed,,526,Túi,100g,SKU01131,2025-02-21 10:01:56.194735
1132,Nestlé Key Premium 500ml,Nestlé,Distributed,Key,distributed,,462,Chai nhựa,500ml,SKU01132,2024-12-18 22:29:48.417015
1133,PepsiCo Cultural Đặc Biệt 100g,PepsiCo,Distributed,Cultural,distributed,,101,Túi,100g,SKU01133,2024-08-24 23:19:48.965637
1134,TH True Milk Minute Vị Mới 100g,TH True Milk,Distributed,Minute,distributed,,271,Túi,100g,SKU01134,2025-04-15 00:45:02.938950
1135,P&G Within Đặc Biệt 100g,P&G,Distributed,Within,distributed,,670,Túi,100g,SKU01135,2024-10-31 23:55:27.801757
1136,Vinamilk Music Premium 250ml,Vinamilk,Distributed,Music,distributed,,537,Chai nhựa,250ml,SKU01136,2024-09-04 00:58:42.360114
1137,Nestlé Amount Thượng Hạng 500ml,Nestlé,Distributed,Amount,distributed,,284,Chai nhựa,500ml,SKU01137,2024-09-14 05:04:35.043272
1138,Suntory Sister Đặc Biệt 100g,Suntory,Distributed,Sister,distributed,,656,Túi,100g,SKU01138,2025-02-16 12:20:27.730103
1139,P&G Rather Premium 330ml,P&G,Distributed,Rather,distributed,,239,Chai nhựa,330ml,SKU01139,2025-05-12 05:49:36.360602
1140,Ajinomoto Whether Thượng Hạng 700ml,Ajinomoto,Distributed,Whether,distributed,,548,Chai nhựa,700ml,SKU01140,2025-04-12 02:25:47.742941
1141,Suntory Next Dinh Dưỡng 700ml,Suntory,Distributed,Next,distributed,,439,Chai nhựa,700ml,SKU01141,2024-12-22 14:25:01.251668
1142,Orion Fill Đặc Biệt 500ml,Orion,Distributed,Fill,distributed,,514,Chai nhựa,500ml,SKU01142,2024-12-25 16:43:06.741786
1143,P&G New Vị Mới 330ml,P&G,Distributed,New,distributed,,669,Chai nhựa,330ml,SKU01143,2025-06-01 00:16:00.525030
1144,Unilever Value Vị Mới 1L,Unilever,Distributed,Value,distributed,,659,Hộp giấy,1L,SKU01144,2024-09-27 05:49:50.019850
1145,Ajinomoto Religious Đặc Biệt 330ml,Ajinomoto,Distributed,Religious,distributed,,478,Chai nhựa,330ml,SKU01145,2024-07-03 09:12:36.920248
1146,Ajinomoto At Premium 500g,Ajinomoto,Distributed,At,distributed,,451,Túi,500g,SKU01146,2025-06-04 01:03:46.944285
1147,PepsiCo Company Đặc Biệt 330ml,PepsiCo,Distributed,Company,distributed,,578,Chai nhựa,330ml,SKU01147,2025-01-25 17:22:32.080428
1148,PepsiCo Ready Thượng Hạng 1kg,PepsiCo,Distributed,Ready,distributed,,508,Túi,1kg,SKU01148,2025-03-29 02:32:56.193850
1149,Vinamilk Arrive Vị Mới 100g,Vinamilk,Distributed,Arrive,distributed,,614,Túi,100g,SKU01149,2025-04-29 01:11:05.462644
1150,Ajinomoto Stand Dinh Dưỡng 500g,Ajinomoto,Distributed,Stand,distributed,,378,Túi,500g,SKU01150,2025-03-24 18:27:24.180518
1151,Orion Alone Đặc Biệt 1L,Orion,Distributed,Alone,distributed,,452,Hộp giấy,1L,SKU01151,2024-07-11 06:11:57.898831
1152,Suntory Case Đặc Biệt 500g,Suntory,Distributed,Case,distributed,,433,Túi,500g,SKU01152,2025-02-27 11:47:16.644898
1153,Suntory Contain Vị Mới 1L,Suntory,Distributed,Contain,distributed,,597,Hộp giấy,1L,SKU01153,2025-05-02 14:37:32.543509
1154,P&G Evening Thượng Hạng 500ml,P&G,Distributed,Evening,distributed,,106,Chai nhựa,500ml,SKU01154,2024-11-11 09:21:03.448918
1155,P&G Economy Vị Mới 1L,P&G,Distributed,Economy,distributed,,447,Hộp giấy,1L,SKU01155,2024-07-29 17:09:16.868745
1156,P&G Management Dinh Dưỡng 1kg,P&G,Distributed,Management,distributed,,352,Túi,1kg,SKU01156,2024-09-03 00:48:50.285912
1157,PepsiCo Agency Thượng Hạng 1L,PepsiCo,Distributed,Agency,distributed,,205,Hộp giấy,1L,SKU01157,2024-09-23 15:48:08.361722
1158,PepsiCo Relationship Thượng Hạng 700ml,PepsiCo,Distributed,Relationship,distributed,,593,Chai nhựa,700ml,SKU01158,2024-10-31 11:14:54.656862
1159,P&G Single Đặc Biệt 1L,P&G,Distributed,Single,distributed,,291,Hộp giấy,1L,SKU01159,2024-08-17 07:15:25.841645
1160,Acecook Great Thượng Hạng 500ml,Acecook,Distributed,Great,distributed,,270,Chai nhựa,500ml,SKU01160,2025-05-06 16:32:24.703935
1161,Orion Spend Vị Mới 500g,Orion,Distributed,Spend,distributed,,349,Túi,500g,SKU01161,2025-02-17 14:36:26.215160
1162,P&G Modern Premium 330ml,P&G,Distributed,Modern,distributed,,500,Chai nhựa,330ml,SKU01162,2024-12-31 09:11:18.194875
1163,PepsiCo Part Đặc Biệt 250ml,PepsiCo,Distributed,Part,distributed,,615,Chai nhựa,250ml,SKU01163,2024-08-29 08:32:55.290369
1164,Orion Health Đặc Biệt 1L,Orion,Distributed,Health,distributed,,636,Hộp giấy,1L,SKU01164,2025-02-03 02:41:32.997365
1165,TH True Milk Share Thượng Hạng 1kg,TH True Milk,Distributed,Share,distributed,,702,Túi,1kg,SKU01165,2025-04-25 05:59:43.835775
1166,P&G Rest Premium 1kg,P&G,Distributed,Rest,distributed,,357,Túi,1kg,SKU01166,2025-03-17 13:41:48.937921
1167,Vinamilk Skill Premium 1L,Vinamilk,Distributed,Skill,distributed,,450,Hộp giấy,1L,SKU01167,2025-01-06 21:30:09.251891
1168,PepsiCo Cost Vị Mới 100g,PepsiCo,Distributed,Cost,distributed,,395,Túi,100g,SKU01168,2025-01-22 12:27:44.472226
1169,Nestlé Civil Premium 1L,Nestlé,Distributed,Civil,distributed,,606,Hộp giấy,1L,SKU01169,2024-06-17 21:21:18.148170
1170,Suntory Chair Đặc Biệt 700ml,Suntory,Distributed,Chair,distributed,,622,Chai nhựa,700ml,SKU01170,2025-05-27 22:12:37.707335
1171,Ajinomoto Finally Thượng Hạng 330ml,Ajinomoto,Distributed,Finally,distributed,,190,Chai nhựa,330ml,SKU01171,2025-05-24 03:47:14.156788
1172,Acecook Weight Thượng Hạng 1L,Acecook,Distributed,Weight,distributed,,454,Hộp giấy,1L,SKU01172,2024-11-13 08:57:15.971198
1173,TH True Milk Heart Premium 100g,TH True Milk,Distributed,Heart,distributed,,341,Túi,100g,SKU01173,2024-07-06 08:42:42.861452
1174,Ajinomoto Market Premium 700ml,Ajinomoto,Distributed,Market,distributed,,474,Chai nhựa,700ml,SKU01174,2025-05-07 15:01:38.457532
1175,TH True Milk President Thượng Hạng 1kg,TH True Milk,Distributed,President,distributed,,173,Túi,1kg,SKU01175,2024-12-14 18:42:29.936831
1176,Vinamilk Kind Vị Mới 500ml,Vinamilk,Distributed,Kind,distributed,,436,Chai nhựa,500ml,SKU01176,2024-12-13 20:12:35.449057
1177,Ajinomoto Let Dinh Dưỡng 100g,Ajinomoto,Distributed,Let,distributed,,485,Túi,100g,SKU01177,2024-09-20 01:23:12.072661
1178,P&G Store Dinh Dưỡng 1L,P&G,Distributed,Store,distributed,,706,Hộp giấy,1L,SKU01178,2025-03-11 12:25:30.634797
1179,Nestlé Oil Dinh Dưỡng 1L,Nestlé,Distributed,Oil,distributed,,649,Hộp giấy,1L,SKU01179,2025-02-22 03:46:34.974481
1180,Suntory Them Vị Mới 700ml,Suntory,Distributed,Them,distributed,,105,Chai nhựa,700ml,SKU01180,2024-12-27 07:29:55.078029
1181,Ajinomoto Piece Premium 1L,Ajinomoto,Distributed,Piece,distributed,,145,Hộp giấy,1L,SKU01181,2025-03-13 05:18:50.379373
1182,Acecook Senior Premium 700ml,Acecook,Distributed,Senior,distributed,,333,Chai nhựa,700ml,SKU01182,2024-09-22 06:55:59.489459
1183,Ajinomoto Condition Vị Mới 500g,Ajinomoto,Distributed,Condition,distributed,,695,Túi,500g,SKU01183,2024-07-02 09:00:41.946584
1184,TH True Milk This Thượng Hạng 1kg,TH True Milk,Distributed,This,distributed,,164,Túi,1kg,SKU01184,2025-01-06 21:49:37.396045
1185,Orion Seek Dinh Dưỡng 1L,Orion,Distributed,Seek,distributed,,583,Hộp giấy,1L,SKU01185,2024-10-01 04:47:49.097903
