store_id,store_name,store_type,channel_type,region_id,warehouse_id,partner_name,opened_date
734,WinMart+ Quảng Ngãi,WinMart+,GT,2,4,,2025-03-04
735,WinMart Quảng Ngãi,WinMart,GT,2,4,,2022-09-11
736,Guardian - Hải Dương,Partner,MT,1,1,Guardian,2022-10-25
737,WinMart Quảng Ngãi,WinMart,Horeca,2,4,,2023-05-02
738,WinMart Hà Nội,WinMart,Horeca,1,3,,2024-11-21
739,WinMart+ Huế,WinMart+,Horeca,2,4,,2022-09-22
740,WinMart+ TP.HCM,WinMart+,Horeca,3,6,,2025-05-24
741,WinMart+ Quảng Nam,WinMart+,MT,2,4,,2021-10-06
742,WinMart Long An,WinMart,MT,3,6,,2021-07-08
743,WinMart+ Long An,WinMart+,MT,3,7,,2025-04-06
744,Bách Hóa Xanh - Vĩnh Phúc,Partner,MT,1,2,Bách Hóa Xanh,2021-04-16
745,Tạp Hóa Bà Sáu - Hà Nội,Partner,MT,1,2,Tạp Hóa Bà Sáu,2025-05-03
746,WinMart+ Hải Dương,WinMart+,GT,1,3,,2024-11-05
747,FamilyMart - Quảng Nam,Partner,GT,2,4,FamilyMart,2022-11-10
748,WinMart+ Đà Nẵng,WinMart+,GT,2,4,,2022-03-18
749,Bách Hóa Xanh - Vĩnh Phúc,Partner,Horeca,1,2,Bách Hóa Xanh,2023-07-04
750,WinMart+ Vĩnh Phúc,WinMart+,MT,1,3,,2021-02-19
751,WinMart+ Bà Rịa-Vũng Tàu,WinMart+,MT,3,8,,2021-03-02
752,WinMart+ Đồng Nai,WinMart+,MT,3,6,,2022-01-10
753,WinMart+ Huế,WinMart+,MT,2,4,,2022-02-18
754,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2023-06-29
755,WinMart Quảng Ngãi,WinMart,MT,2,4,,2021-10-13
756,WinMart Hưng Yên,WinMart,MT,1,1,,2020-12-01
757,WinMart+ Bình Dương,WinMart+,GT,3,6,,2024-10-20
758,Co.op Food - Đồng Nai,Partner,MT,3,8,Co.op Food,2024-07-02
759,WinMart+ Quảng Nam,WinMart+,MT,2,4,,2020-10-10
760,WinMart+ Hải Dương,WinMart+,Horeca,1,2,,2025-04-12
761,VinDS - Bình Dương,Partner,MT,3,8,VinDS,2024-07-31
762,WinMart+ Đồng Nai,WinMart+,GT,3,6,,2021-04-25
763,WinMart+ TP.HCM,WinMart+,GT,3,8,,2021-03-12
764,FamilyMart - Huế,Partner,GT,2,4,FamilyMart,2022-01-09
765,Tạp Hóa Bà Sáu - Quảng Nam,Partner,MT,2,4,Tạp Hóa Bà Sáu,2023-01-13
766,WinMart+ Vĩnh Phúc,WinMart+,Horeca,1,1,,2023-07-22
767,WinMart+ Bắc Ninh,WinMart+,Horeca,1,2,,2020-07-07
768,WinMart Đồng Nai,WinMart,MT,3,7,,2022-07-17
769,WinMart Vĩnh Phúc,WinMart,GT,1,2,,2021-06-14
770,Tạp Hóa Chú Ba - Quảng Ngãi,Partner,MT,2,4,Tạp Hóa Chú Ba,2025-03-05
771,WinMart TP.HCM,WinMart,MT,3,5,,2025-02-22
772,WinMart+ Vĩnh Phúc,WinMart+,GT,1,1,,2021-02-26
773,WinMart+ Vĩnh Phúc,WinMart+,MT,1,3,,2023-01-18
774,WinMart+ Đà Nẵng,WinMart+,MT,2,4,,2020-11-03
775,WinMart Đà Nẵng,WinMart,GT,2,4,,2023-11-23
776,WinMart+ Vĩnh Phúc,WinMart+,MT,1,3,,2020-08-10
777,WinMart Cần Thơ,WinMart,MT,3,5,,2024-08-23
778,WinMart Bình Dương,WinMart,GT,3,8,,2023-05-26
779,WinMart Đà Nẵng,WinMart,GT,2,4,,2021-10-11
780,WinMart+ Hưng Yên,WinMart+,Horeca,1,2,,2024-11-18
781,WinMart Quảng Nam,WinMart,MT,2,4,,2024-10-25
782,WinMart+ Long An,WinMart+,MT,3,8,,2022-11-04
783,Tạp Hóa Chú Ba - Quảng Ngãi,Partner,MT,2,4,Tạp Hóa Chú Ba,2023-09-06
784,Guardian - Bình Dương,Partner,MT,3,7,Guardian,2024-08-01
785,WinMart+ Long An,WinMart+,GT,3,6,,2021-06-26
786,WinMart Hải Dương,WinMart,MT,1,1,,2023-12-24
787,WinMart Bà Rịa-Vũng Tàu,WinMart,MT,3,6,,2021-01-13
788,Highlands Coffee - Long An,Partner,Horeca,3,6,Highlands Coffee,2020-11-30
789,WinMart+ Đà Nẵng,WinMart+,MT,2,4,,2024-09-21
790,WinMart+ Huế,WinMart+,MT,2,4,,2024-02-20
791,WinMart+ Bắc Ninh,WinMart+,MT,1,3,,2023-11-25
792,WinMart Hưng Yên,WinMart,MT,1,3,,2025-05-25
793,WinMart+ Hải Dương,WinMart+,MT,1,2,,2021-08-25
794,Highlands Coffee - Hà Nội,Partner,MT,1,2,Highlands Coffee,2023-08-04
795,The Coffee House - Bắc Ninh,Partner,MT,1,2,The Coffee House,2025-02-28
796,WinMart Bà Rịa-Vũng Tàu,WinMart,GT,3,7,,2025-06-01
797,WinMart Hải Dương,WinMart,MT,1,1,,2024-10-18
798,WinMart Huế,WinMart,MT,2,4,,2023-07-26
799,WinMart+ Huế,WinMart+,MT,2,4,,2025-01-21
800,WinMart+ Vĩnh Phúc,WinMart+,MT,1,1,,2023-01-29
801,WinMart+ Đà Nẵng,WinMart+,MT,2,4,,2020-09-28
802,WinMart Hà Nội,WinMart,GT,1,2,,2020-09-12
803,WinMart Đồng Nai,WinMart,GT,3,7,,2021-02-26
804,WinMart+ Hưng Yên,WinMart+,Horeca,1,1,,2020-08-14
805,WinMart+ Long An,WinMart+,MT,3,8,,2024-10-15
806,WinMart+ Đồng Nai,WinMart+,MT,3,7,,2022-09-19
807,WinMart+ Bắc Ninh,WinMart+,GT,1,3,,2022-02-13
808,WinMart+ Đà Nẵng,WinMart+,MT,2,4,,2020-08-31
809,WinMart+ Huế,WinMart+,GT,2,4,,2021-11-17
810,WinMart+ Huế,WinMart+,MT,2,4,,2024-08-26
811,WinMart Bắc Ninh,WinMart,MT,1,2,,2021-09-27
812,WinMart+ Cần Thơ,WinMart+,MT,3,5,,2024-11-25
813,WinMart Hà Nội,WinMart,MT,1,1,,2021-10-21
814,WinMart+ Hải Dương,WinMart+,MT,1,1,,2023-03-23
815,WinMart Quảng Ngãi,WinMart,GT,2,4,,2024-02-25
816,Satra Foods - Quảng Nam,Partner,GT,2,4,Satra Foods,2023-09-17
817,WinMart Quảng Nam,WinMart,MT,2,4,,2022-10-22
818,WinMart+ Long An,WinMart+,MT,3,6,,2022-01-09
819,WinMart+ Quảng Nam,WinMart+,MT,2,4,,2024-12-02
820,WinMart+ Quảng Nam,WinMart+,Horeca,2,4,,2022-05-09
821,Tạp Hóa Chú Ba - Hải Dương,Partner,MT,1,2,Tạp Hóa Chú Ba,2021-02-14
822,WinMart+ Cần Thơ,WinMart+,MT,3,5,,2023-09-17
823,WinMart TP.HCM,WinMart,Horeca,3,8,,2020-07-27
824,WinMart Hà Nội,WinMart,GT,1,3,,2024-12-07
825,WinMart+ Bà Rịa-Vũng Tàu,WinMart+,MT,3,7,,2024-05-10
826,WinMart Bình Dương,WinMart,MT,3,6,,2023-03-23
827,Tạp Hóa Bà Sáu - Long An,Partner,MT,3,6,Tạp Hóa Bà Sáu,2024-11-12
828,WinMart+ Huế,WinMart+,MT,2,4,,2021-04-17
829,WinMart+ Đà Nẵng,WinMart+,MT,2,4,,2020-11-08
830,WinMart+ Vĩnh Phúc,WinMart+,MT,1,1,,2022-11-19
831,WinMart+ Quảng Nam,WinMart+,GT,2,4,,2025-01-23
832,WinMart Hà Nội,WinMart,GT,1,3,,2023-04-23
833,Co.op Food - Quảng Ngãi,Partner,MT,2,4,Co.op Food,2024-12-15
834,WinMart Đà Nẵng,WinMart,MT,2,4,,2025-02-21
835,Satra Foods - Huế,Partner,MT,2,4,Satra Foods,2021-12-24
836,WinMart+ Hải Dương,WinMart+,MT,1,3,,2023-10-16
837,WinMart Huế,WinMart,MT,2,4,,2023-11-03
838,WinMart+ Bà Rịa-Vũng Tàu,WinMart+,GT,3,7,,2025-01-05
839,WinMart+ Đồng Nai,WinMart+,MT,3,6,,2025-03-29
840,Tạp Hóa Chú Ba - Hải Dương,Partner,MT,1,1,Tạp Hóa Chú Ba,2022-01-05
841,WinMart+ Bà Rịa-Vũng Tàu,WinMart+,MT,3,7,,2023-01-29
842,WinMart+ Vĩnh Phúc,WinMart+,MT,1,3,,2022-12-28
843,WinMart+ Cần Thơ,WinMart+,MT,3,7,,2024-05-23
844,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2021-05-09
845,WinMart+ Hưng Yên,WinMart+,MT,1,1,,2023-11-20
846,WinMart+ Đà Nẵng,WinMart+,MT,2,4,,2025-01-25
847,WinMart Hưng Yên,WinMart,GT,1,3,,2020-10-29
848,WinMart+ TP.HCM,WinMart+,GT,3,5,,2021-07-21
849,Bách Hóa Xanh - Hải Dương,Partner,GT,1,2,Bách Hóa Xanh,2024-11-15
850,WinMart+ Quảng Nam,WinMart+,MT,2,4,,2023-10-22
851,Bách Hóa Xanh - Bà Rịa-Vũng Tàu,Partner,MT,3,6,Bách Hóa Xanh,2023-01-27
852,WinMart+ Cần Thơ,WinMart+,GT,3,7,,2021-10-26
853,Bách Hóa Xanh - TP.HCM,Partner,GT,3,7,Bách Hóa Xanh,2021-09-18
854,WinMart Hải Dương,WinMart,MT,1,1,,2022-01-26
855,Bách Hóa Xanh - Hưng Yên,Partner,GT,1,2,Bách Hóa Xanh,2022-10-17
856,WinMart+ Đồng Nai,WinMart+,MT,3,5,,2023-12-01
857,WinMart+ Bắc Ninh,WinMart+,MT,1,1,,2020-08-24
858,WinMart Đồng Nai,WinMart,MT,3,5,,2021-07-25
859,WinMart+ Bắc Ninh,WinMart+,GT,1,1,,2024-04-29
860,WinMart Quảng Ngãi,WinMart,GT,2,4,,2021-01-04
861,Tạp Hóa Bà Sáu - TP.HCM,Partner,MT,3,5,Tạp Hóa Bà Sáu,2023-12-07
862,WinMart+ TP.HCM,WinMart+,GT,3,8,,2022-01-16
863,Co.op Food - Bà Rịa-Vũng Tàu,Partner,MT,3,8,Co.op Food,2022-10-05
864,WinMart+ Quảng Nam,WinMart+,MT,2,4,,2024-12-15
865,FamilyMart - Đà Nẵng,Partner,GT,2,4,FamilyMart,2024-08-24
866,WinMart Bà Rịa-Vũng Tàu,WinMart,MT,3,5,,2020-11-01
867,WinMart+ Quảng Nam,WinMart+,MT,2,4,,2024-07-02
868,GS25 - Quảng Nam,Partner,MT,2,4,GS25,2024-05-25
869,FamilyMart - Đồng Nai,Partner,MT,3,6,FamilyMart,2023-04-11
870,WinMart TP.HCM,WinMart,MT,3,8,,2020-12-19
871,WinMart+ Hưng Yên,WinMart+,MT,1,1,,2024-02-28
872,WinMart Hà Nội,WinMart,MT,1,1,,2024-09-14
873,WinMart+ Hải Dương,WinMart+,MT,1,1,,2021-06-02
874,WinMart Hà Nội,WinMart,MT,1,2,,2022-04-27
875,WinMart Vĩnh Phúc,WinMart,MT,1,2,,2023-11-18
876,Guardian - Vĩnh Phúc,Partner,GT,1,2,Guardian,2024-10-30
877,WinMart+ Đồng Nai,WinMart+,Horeca,3,8,,2020-07-24
878,WinMart+ Hưng Yên,WinMart+,GT,1,3,,2024-08-21
879,WinMart+ Vĩnh Phúc,WinMart+,GT,1,2,,2023-02-11
880,WinMart+ Bà Rịa-Vũng Tàu,WinMart+,Horeca,3,8,,2023-12-13
881,WinMart+ Đồng Nai,WinMart+,MT,3,8,,2021-11-27
882,WinMart+ Bình Dương,WinMart+,GT,3,8,,2022-01-16
883,WinMart+ Huế,WinMart+,GT,2,4,,2024-03-20
884,WinMart+ Vĩnh Phúc,WinMart+,MT,1,1,,2021-01-06
885,WinMart+ Bình Dương,WinMart+,Horeca,3,7,,2023-03-27
886,WinMart Đồng Nai,WinMart,GT,3,5,,2023-09-05
887,WinMart TP.HCM,WinMart,MT,3,5,,2024-08-04
888,WinMart+ Đà Nẵng,WinMart+,Horeca,2,4,,2023-10-18
889,WinMart+ Đà Nẵng,WinMart+,GT,2,4,,2022-08-03
890,WinMart Long An,WinMart,GT,3,5,,2024-06-14
891,WinMart+ Bà Rịa-Vũng Tàu,WinMart+,MT,3,8,,2022-05-05
892,WinMart+ Đà Nẵng,WinMart+,GT,2,4,,2023-10-21
893,WinMart+ Đà Nẵng,WinMart+,MT,2,4,,2024-01-03
894,Satra Foods - Cần Thơ,Partner,MT,3,5,Satra Foods,2021-09-01
895,WinMart+ Cần Thơ,WinMart+,GT,3,8,,2022-06-16
896,WinMart Bình Dương,WinMart,MT,3,7,,2022-10-06
897,VinDS - Quảng Nam,Partner,MT,2,4,VinDS,2021-06-03
898,WinMart+ Hải Dương,WinMart+,MT,1,2,,2023-03-02
899,WinMart+ Bà Rịa-Vũng Tàu,WinMart+,MT,3,5,,2021-02-07
900,WinMart+ Quảng Nam,WinMart+,MT,2,4,,2022-01-28
901,WinMart+ Quảng Nam,WinMart+,MT,2,4,,2021-06-21
902,Circle K - Vĩnh Phúc,Partner,GT,1,1,Circle K,2023-06-04
903,WinMart Huế,WinMart,MT,2,4,,2024-08-08
904,WinMart Quảng Nam,WinMart,MT,2,4,,2023-07-31
905,WinMart Quảng Ngãi,WinMart,GT,2,4,,2025-06-08
906,WinMart+ Bắc Ninh,WinMart+,GT,1,2,,2021-02-01
907,WinMart+ Vĩnh Phúc,WinMart+,MT,1,3,,2021-03-13
908,WinMart Quảng Ngãi,WinMart,MT,2,4,,2022-04-20
909,WinMart+ Huế,WinMart+,MT,2,4,,2021-02-02
910,WinMart Hải Dương,WinMart,MT,1,1,,2020-08-29
911,WinMart+ Bình Dương,WinMart+,MT,3,7,,2022-12-28
912,WinMart+ Huế,WinMart+,GT,2,4,,2020-09-18
913,WinMart+ Huế,WinMart+,MT,2,4,,2021-09-17
914,Tạp Hóa Chú Ba - Cần Thơ,Partner,GT,3,8,Tạp Hóa Chú Ba,2021-10-19
915,WinMart Hải Dương,WinMart,MT,1,3,,2022-12-26
916,WinMart+ Long An,WinMart+,GT,3,6,,2020-08-18
917,WinMart+ Cần Thơ,WinMart+,MT,3,5,,2022-10-24
918,Circle K - Đà Nẵng,Partner,MT,2,4,Circle K,2021-09-08
919,Guardian - Quảng Ngãi,Partner,MT,2,4,Guardian,2025-04-01
920,WinMart+ Đồng Nai,WinMart+,MT,3,8,,2024-04-29
921,WinMart Quảng Ngãi,WinMart,MT,2,4,,2021-06-15
922,WinMart+ Hà Nội,WinMart+,MT,1,1,,2021-09-06
923,Tạp Hóa Bà Sáu - Bắc Ninh,Partner,GT,1,2,Tạp Hóa Bà Sáu,2023-05-13
924,WinMart+ Đà Nẵng,WinMart+,MT,2,4,,2022-02-13
925,WinMart+ Hưng Yên,WinMart+,MT,1,3,,2025-01-23
926,WinMart+ Vĩnh Phúc,WinMart+,GT,1,3,,2021-12-18
927,WinMart Quảng Ngãi,WinMart,MT,2,4,,2021-02-13
928,WinMart+ Đồng Nai,WinMart+,MT,3,5,,2023-12-08
929,WinMart Hà Nội,WinMart,MT,1,1,,2024-10-29
930,WinMart+ Hà Nội,WinMart+,MT,1,3,,2020-12-24
931,The Coffee House - Vĩnh Phúc,Partner,MT,1,3,The Coffee House,2022-01-31
932,WinMart Huế,WinMart,MT,2,4,,2023-03-03
933,WinMart Bắc Ninh,WinMart,MT,1,3,,2021-07-14
934,Highlands Coffee - Long An,Partner,MT,3,7,Highlands Coffee,2023-10-26
935,WinMart Quảng Ngãi,WinMart,MT,2,4,,2023-03-23
936,WinMart+ Đà Nẵng,WinMart+,MT,2,4,,2020-11-13
937,WinMart+ Hải Dương,WinMart+,MT,1,2,,2021-04-21
938,WinMart Đà Nẵng,WinMart,MT,2,4,,2025-03-16
939,WinMart TP.HCM,WinMart,Horeca,3,8,,2023-11-06
940,WinMart Bà Rịa-Vũng Tàu,WinMart,MT,3,8,,2021-06-17
941,WinMart+ Bình Dương,WinMart+,GT,3,7,,2024-09-16
942,WinMart+ Vĩnh Phúc,WinMart+,MT,1,1,,2021-07-05
943,WinMart+ Quảng Nam,WinMart+,MT,2,4,,2023-02-26
944,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2023-07-21
945,WinMart+ Bình Dương,WinMart+,Horeca,3,8,,2023-11-02
946,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2022-05-13
947,Co.op Food - Huế,Partner,GT,2,4,Co.op Food,2024-01-14
948,WinMart Đà Nẵng,WinMart,MT,2,4,,2025-05-24
949,WinMart Bình Dương,WinMart,GT,3,8,,2022-02-16
950,GS25 - Đồng Nai,Partner,GT,3,7,GS25,2021-12-23
951,WinMart Cần Thơ,WinMart,MT,3,7,,2021-06-09
952,WinMart+ Bình Dương,WinMart+,MT,3,8,,2024-04-26
953,Co.op Food - Huế,Partner,MT,2,4,Co.op Food,2022-05-25
954,WinMart Hưng Yên,WinMart,MT,1,3,,2023-12-24
955,WinMart+ Quảng Nam,WinMart+,MT,2,4,,2021-10-10
956,WinMart+ Hải Dương,WinMart+,MT,1,2,,2021-02-11
957,Highlands Coffee - Cần Thơ,Partner,GT,3,8,Highlands Coffee,2021-12-07
958,The Coffee House - Bắc Ninh,Partner,MT,1,2,The Coffee House,2022-06-01
959,WinMart+ Hà Nội,WinMart+,GT,1,2,,2024-01-30
960,WinMart+ Đà Nẵng,WinMart+,MT,2,4,,2023-12-12
961,WinMart+ Đà Nẵng,WinMart+,GT,2,4,,2020-12-03
962,WinMart+ Đà Nẵng,WinMart+,MT,2,4,,2024-02-01
963,WinMart Hải Dương,WinMart,MT,1,1,,2024-11-25
964,WinMart+ Huế,WinMart+,GT,2,4,,2022-04-13
965,WinMart Hà Nội,WinMart,Horeca,1,2,,2023-04-01
966,WinMart Bắc Ninh,WinMart,MT,1,2,,2025-05-05
967,WinMart Quảng Ngãi,WinMart,MT,2,4,,2024-04-06
968,WinMart Hải Dương,WinMart,MT,1,3,,2022-06-02
969,WinMart Bà Rịa-Vũng Tàu,WinMart,MT,3,6,,2023-01-11
970,WinMart+ Hà Nội,WinMart+,GT,1,2,,2020-12-11
971,WinMart+ Hải Dương,WinMart+,MT,1,3,,2023-05-21
972,WinMart+ Huế,WinMart+,MT,2,4,,2024-04-10
973,WinMart+ Bắc Ninh,WinMart+,MT,1,3,,2020-11-18
974,WinMart TP.HCM,WinMart,MT,3,7,,2024-01-10
975,Co.op Food - Quảng Ngãi,Partner,MT,2,4,Co.op Food,2022-09-04
976,WinMart+ Vĩnh Phúc,WinMart+,MT,1,2,,2024-07-18
977,Tạp Hóa Bà Sáu - Đà Nẵng,Partner,MT,2,4,Tạp Hóa Bà Sáu,2021-09-21
978,Tạp Hóa Chú Ba - Bình Dương,Partner,MT,3,5,Tạp Hóa Chú Ba,2020-07-17
979,WinMart Đà Nẵng,WinMart,Horeca,2,4,,2024-07-16
980,WinMart+ Đồng Nai,WinMart+,GT,3,6,,2025-02-25
981,WinMart Bắc Ninh,WinMart,MT,1,3,,2022-08-14
982,WinMart+ Huế,WinMart+,MT,2,4,,2023-06-13
983,WinMart Đồng Nai,WinMart,MT,3,5,,2022-03-11
984,WinMart Quảng Nam,WinMart,GT,2,4,,2020-10-05
985,VinDS - Hải Dương,Partner,MT,1,3,VinDS,2021-01-22
986,WinMart+ Long An,WinMart+,MT,3,6,,2023-11-25
987,WinMart+ Hải Dương,WinMart+,MT,1,2,,2020-07-24
988,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2023-04-18
989,WinMart Cần Thơ,WinMart,GT,3,5,,2022-09-01
990,WinMart+ Hải Dương,WinMart+,MT,1,2,,2023-08-15
991,WinMart+ Vĩnh Phúc,WinMart+,MT,1,1,,2021-05-30
992,WinMart+ Long An,WinMart+,MT,3,7,,2022-11-13
993,WinMart+ Hải Dương,WinMart+,MT,1,3,,2023-08-05
994,Bách Hóa Xanh - Vĩnh Phúc,Partner,GT,1,1,Bách Hóa Xanh,2021-07-31
995,Co.op Food - Huế,Partner,MT,2,4,Co.op Food,2020-10-18
996,The Coffee House - Đà Nẵng,Partner,MT,2,4,The Coffee House,2021-04-08
997,Satra Foods - Cần Thơ,Partner,MT,3,8,Satra Foods,2023-12-22
998,WinMart+ Quảng Nam,WinMart+,MT,2,4,,2023-07-21
999,WinMart+ Quảng Nam,WinMart+,GT,2,4,,2021-05-20
1000,WinMart+ Bà Rịa-Vũng Tàu,WinMart+,GT,3,7,,2023-10-22
1001,WinMart+ Bà Rịa-Vũng Tàu,WinMart+,MT,3,6,,2025-03-23
1002,WinMart Cần Thơ,WinMart,Horeca,3,5,,2022-12-19
1003,WinMart+ Hưng Yên,WinMart+,MT,1,2,,2023-11-03
1004,WinMart Quảng Nam,WinMart,GT,2,4,,2023-02-26
1005,WinMart Long An,WinMart,MT,3,8,,2020-11-14
1006,WinMart+ Cần Thơ,WinMart+,GT,3,6,,2024-05-27
1007,WinMart Bắc Ninh,WinMart,GT,1,1,,2022-04-02
1008,WinMart+ Đồng Nai,WinMart+,MT,3,7,,2024-05-03
1009,The Coffee House - Bắc Ninh,Partner,MT,1,1,The Coffee House,2023-05-01
1010,WinMart Bắc Ninh,WinMart,MT,1,2,,2024-12-02
1011,Bách Hóa Xanh - Huế,Partner,MT,2,4,Bách Hóa Xanh,2020-07-22
1012,WinMart Huế,WinMart,GT,2,4,,2021-10-01
1013,WinMart+ TP.HCM,WinMart+,MT,3,6,,2022-05-09
1014,WinMart Hưng Yên,WinMart,MT,1,2,,2024-10-01
1015,VinDS - Quảng Nam,Partner,MT,2,4,VinDS,2024-12-04
1016,WinMart Long An,WinMart,MT,3,7,,2022-12-27
1017,WinMart+ Huế,WinMart+,GT,2,4,,2025-01-31
1018,Circle K - Hải Dương,Partner,GT,1,2,Circle K,2022-11-11
1019,WinMart+ Đà Nẵng,WinMart+,MT,2,4,,2023-12-09
1020,WinMart+ Hưng Yên,WinMart+,Horeca,1,2,,2022-09-12
1021,WinMart Hưng Yên,WinMart,MT,1,1,,2025-04-13
1022,WinMart+ Cần Thơ,WinMart+,Horeca,3,7,,2020-07-02
1023,WinMart Hải Dương,WinMart,MT,1,1,,2021-03-17
1024,WinMart Long An,WinMart,GT,3,8,,2022-05-15
1025,Highlands Coffee - Cần Thơ,Partner,MT,3,6,Highlands Coffee,2021-12-20
1026,WinMart+ Quảng Nam,WinMart+,MT,2,4,,2020-12-05
1027,WinMart+ Đà Nẵng,WinMart+,GT,2,4,,2024-04-10
1028,WinMart+ Hưng Yên,WinMart+,MT,1,2,,2022-11-05
1029,WinMart+ Đà Nẵng,WinMart+,MT,2,4,,2020-11-11
1030,WinMart Long An,WinMart,GT,3,6,,2025-01-22
1031,WinMart+ Đồng Nai,WinMart+,Horeca,3,7,,2023-08-25
1032,WinMart Bắc Ninh,WinMart,MT,1,2,,2024-03-31
1033,WinMart Đà Nẵng,WinMart,MT,2,4,,2022-03-27
1034,Guardian - Hưng Yên,Partner,GT,1,3,Guardian,2024-05-06
1035,WinMart Đà Nẵng,WinMart,Horeca,2,4,,2025-04-24
1036,Highlands Coffee - Quảng Nam,Partner,MT,2,4,Highlands Coffee,2020-10-01
1037,WinMart+ Hải Dương,WinMart+,Horeca,1,3,,2021-09-26
1038,WinMart+ Huế,WinMart+,GT,2,4,,2023-05-15
1039,Bách Hóa Xanh - Huế,Partner,MT,2,4,Bách Hóa Xanh,2024-12-17
1040,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2021-04-28
1041,WinMart Quảng Nam,WinMart,MT,2,4,,2021-02-23
1042,WinMart+ Đà Nẵng,WinMart+,GT,2,4,,2021-08-07
1043,FamilyMart - Đồng Nai,Partner,GT,3,8,FamilyMart,2023-05-08
1044,Bách Hóa Xanh - Đồng Nai,Partner,MT,3,5,Bách Hóa Xanh,2023-08-26
1045,WinMart+ Hải Dương,WinMart+,MT,1,1,,2021-01-14
1046,WinMart Bắc Ninh,WinMart,MT,1,3,,2023-12-25
1047,Tạp Hóa Chú Ba - Vĩnh Phúc,Partner,MT,1,2,Tạp Hóa Chú Ba,2021-09-03
1048,WinMart+ Hà Nội,WinMart+,MT,1,2,,2023-10-05
1049,WinMart+ Đà Nẵng,WinMart+,GT,2,4,,2020-11-20
1050,WinMart+ Bình Dương,WinMart+,MT,3,7,,2023-04-15
1051,Tạp Hóa Bà Sáu - Đà Nẵng,Partner,Horeca,2,4,Tạp Hóa Bà Sáu,2023-08-06
1052,Satra Foods - Vĩnh Phúc,Partner,MT,1,1,Satra Foods,2023-11-04
1053,WinMart+ Vĩnh Phúc,WinMart+,MT,1,3,,2024-03-27
1054,FamilyMart - Vĩnh Phúc,Partner,GT,1,3,FamilyMart,2020-12-19
1055,WinMart Vĩnh Phúc,WinMart,GT,1,2,,2021-11-26
1056,WinMart+ TP.HCM,WinMart+,GT,3,6,,2023-10-26
1057,WinMart+ Huế,WinMart+,MT,2,4,,2022-03-27
1058,WinMart+ Hà Nội,WinMart+,MT,1,1,,2025-05-24
1059,Circle K - Quảng Nam,Partner,GT,2,4,Circle K,2020-10-04
1060,VinDS - TP.HCM,Partner,MT,3,5,VinDS,2022-03-28
1061,WinMart Vĩnh Phúc,WinMart,MT,1,2,,2021-09-23
1062,WinMart+ Huế,WinMart+,MT,2,4,,2024-10-27
1063,WinMart+ Đồng Nai,WinMart+,MT,3,5,,2023-05-31
1064,WinMart+ Hà Nội,WinMart+,MT,1,2,,2024-01-06
1065,WinMart Bà Rịa-Vũng Tàu,WinMart,MT,3,5,,2023-08-14
1066,WinMart+ Quảng Nam,WinMart+,MT,2,4,,2022-03-26
1067,WinMart Quảng Nam,WinMart,MT,2,4,,2024-05-31
1068,WinMart+ Quảng Ngãi,WinMart+,MT,2,4,,2023-09-04
1069,WinMart+ Đà Nẵng,WinMart+,MT,2,4,,2021-05-17
1070,GS25 - TP.HCM,Partner,GT,3,8,GS25,2023-01-13
1071,WinMart Hải Dương,WinMart,MT,1,1,,2024-01-03
1072,WinMart Hà Nội,WinMart,GT,1,1,,2024-03-04
1073,Ministop - TP.HCM,Partner,GT,3,6,Ministop,2020-11-16
1074,WinMart+ Hải Dương,WinMart+,MT,1,1,,2024-08-07
1075,WinMart+ Quảng Ngãi,WinMart+,GT,2,4,,2022-01-12
1076,WinMart+ Long An,WinMart+,GT,3,7,,2020-07-07
1077,WinMart+ Hưng Yên,WinMart+,MT,1,1,,2020-10-19
1078,WinMart+ Huế,WinMart+,GT,2,4,,2024-09-12
1079,WinMart Đồng Nai,WinMart,MT,3,6,,2022-03-11
1080,WinMart+ Bà Rịa-Vũng Tàu,WinMart+,GT,3,8,,2022-07-31
1081,WinMart+ Bình Dương,WinMart+,MT,3,5,,2024-06-26
1082,WinMart+ Hải Dương,WinMart+,MT,1,3,,2024-08-11
1083,Ministop - Hà Nội,Partner,GT,1,2,Ministop,2020-09-29
1084,WinMart+ Đồng Nai,WinMart+,MT,3,5,,2020-08-08
1085,WinMart+ Hưng Yên,WinMart+,MT,1,3,,2021-06-11
1086,WinMart Quảng Nam,WinMart,MT,2,4,,2024-05-08
1087,WinMart Bình Dương,WinMart,MT,3,5,,2021-08-12
1088,WinMart+ Huế,WinMart+,MT,2,4,,2025-01-19
1089,Satra Foods - Huế,Partner,MT,2,4,Satra Foods,2020-08-25
1090,WinMart+ Cần Thơ,WinMart+,Horeca,3,6,,2022-04-07
1091,WinMart+ Vĩnh Phúc,WinMart+,MT,1,2,,2024-08-28
1092,Tạp Hóa Chú Ba - Quảng Ngãi,Partner,MT,2,4,Tạp Hóa Chú Ba,2023-09-23
1093,WinMart+ Đồng Nai,WinMart+,MT,3,8,,2022-02-06
1094,WinMart Hưng Yên,WinMart,GT,1,2,,2021-03-24
